name,country,latitude,longitude,near_hotspot,hotspot_info
GROUPE I/A,Mali,13.446904,-6.264042,False,
M'PERIDIOLA,Mali,12.813307,-6.469771,False,
GARNA,Mali,13.330937,-6.79278,False,
EL HADJ OUMAR TALL,Mali,13.430935,-6.217376,False,
EL ANOUAR EL ISLAMIA [2ème C],Mali,13.432067,-6.253247,False,
EL ANOUAR EL ISLAMIA [1er C],Mali,13.432209,-6.253095,False,
ECOM TOMI,Mali,13.008376,-6.4227,False,
ECOM DOUGABOUGOU,Mali,13.386474,-6.195106,False,
École privée HADJA ASSETOU DIARRA,Mali,13.435054,-6.237677,False,
École privée CHEICK M. DIARRA [2ème C],Mali,13.429789,-6.273624,False,
NASSEGUELA,Mali,13.057102,-6.250026,False,
ZANGONIBOUGOU,Mali,13.406638,-5.846687,False,
École fondamentale de GOUENDO [1er C],Mali,12.797565,-6.321747,False,
École de Tonzougou,Mali,13.311097,-6.769519,False,
DIONI,Mali,13.195108,-6.432284,False,
GOURELI WERE,Mali,13.244114,-6.526324,False,
M'PELLA,Mali,12.934319,-6.514715,False,
M'PEBOUGOU,Mali,12.894658,-6.500729,False,
M'PEBA,Mali,13.483926,-6.190611,False,
MOULAYE DEMBELE KIDA,Mali,13.420759,-6.310163,False,
MORIBOUGOU III,Mali,12.904454,-6.35927,False,
MORIBOUGOU II,Mali,13.110276,-6.343257,False,
MOHAMADIYATOUL ISLAMIYATI [2ème C],Mali,13.445422,-6.245528,False,
SONINKOURA [1er C]/C,Mali,13.447451,-6.246352,False,
SONINKOURA [1er C]/B,Mali,13.447032,-6.245789,False,
MOABOUGOU publique,Mali,12.9,-6.657,False,
MISSIRA [2ème C],Mali,13.423156,-6.266301,False,
Medersa DIOFORONGO,Mali,13.10736,-6.496198,False,
MEDERSA communautaire (LPI) GOUENDO,Mali,12.795419,-6.322975,False,
MEDERSA COM. SEMEBOUGOU DIAWANDO,Mali,13.428257,-6.183864,False,
KOUKOUN,Mali,13.47,-6.209,False,
MEDERSA C. ANçaR-DINE [1er C],Mali,13.43279,-6.254403,False,
MEDERSA BASSIDIALANDOUGOU,Mali,13.296729,-6.893138,False,
MASSALA [2ème C],Mali,13.28,-6.502,False,
MANTANA,Mali,13.096453,-6.141062,False,
SABILOU RACHAAD B,Mali,13.321233,-5.640301,False,
MAYE COULIBALY (DINGOLA),Mali,13.282042,-5.705781,False,
MAMY NIMAGA de FONI,Mali,13.351323,-6.889361,False,
SEGUELA [2ème C],Mali,13.254828,-6.994874,False,
SEGOU CC [2ème C],Mali,13.446385,-6.263717,False,
École Mamouroula,Mali,13.411098,-6.547945,False,
KOURALE [2ème C],Mali,12.746705,-6.466465,False,
KOUNANDI,Mali,13.4309,-6.255797,False,
KOUMANTIEBOUGOU,Mali,13.38,-5.517,False,
MEDERSA C. ANçaR-DINE [2ème C],Mali,13.432855,-6.254249,False,
SAMBA KONARE [1er C],Mali,12.607533,-7.999217,False,
FADJIGUILA A,Mali,12.672853,-7.949475,False,
FADJIGUILA [2ème C] II,Mali,12.67298,-7.949306,False,
FADJIGUILA [2ème C] I,Mali,12.672946,-7.949432,False,
ESPERANGE [2ème C],Mali,12.67051,-7.9468,False,
EL SHALON,Mali,12.67879,-7.93655,False,
École privée LA FRATERNITE,Mali,12.679846,-7.942113,False,
DONISO [2ème C],Mali,12.67537,-7.92245,False,
DIOUMANZANA G,Mali,12.679196,-7.942552,False,
DIOUMANZANA E,Mali,12.679316,-7.942581,False,
DIOUMANZANA D,Mali,12.679362,-7.942585,False,
École Yanti Dembele (Sogobia),Mali,13.496185,-6.348775,False,
KALANSO.E.E [2ème C],Mali,12.67072,-7.9464,False,
DEMESO,Mali,12.67383,-7.92051,False,
COLLEGE École privée KOULOUFA I [2ème C],Mali,12.674395,-7.92812,False,
COLLEGE HORIZON,Mali,12.663475,-7.952804,False,
COLLEGE HORIZON,Mali,12.663176,-7.95278,False,
COLLEGE AHMED BABA,Mali,12.67724,-7.95375,False,
BOULKASSOUMBOUGOU V,Mali,12.67738,-7.92713,False,
KANI [1er C],Mali,12.68622,-7.93796,False,
MAHAD AL OULOUM [1er C],Mali,12.6704,-7.94682,False,
MAHAD AL COURANE [2ème C],Mali,12.671667,-7.934967,False,
MAHAD AL COURANE [1er C],Mali,12.671635,-7.934966,False,
LES JASMINS,Mali,12.67136,-7.94322,False,
LES FARANDOLES,Mali,12.666333,-7.95785,False,
LA SAGESSE [2ème C],Mali,12.671433,-7.948933,False,
LA N.E.SIDI [1er C],Mali,12.66914,-7.9304,False,
KARIBA BOÏTE [2ème C],Mali,12.671175,-7.9516,False,
KANI [2ème C],Mali,12.686317,-7.937786,False,
SOLLO,Mali,13.346367,-10.563117,False,
Keniekenieko Bafing,Mali,13.274933,-10.5601,False,
MORIBOUGOU [2ème C],Mali,12.682067,-7.931817,False,
KALANKADI,Mali,12.68504,-7.94257,False,
JIGISO,Mali,12.67355,-7.92386,False,
INTEGRATION [2ème C],Mali,12.67864,-7.91755,False,
I.F.P.T [2ème C],Mali,12.67603,-7.92445,False,
GUIDIMAGAN,Mali,12.67015,-7.93174,False,
GROUPE SCOLAIRE AWA SIMPARA [2ème C],Mali,12.67979,-7.94216,False,
Faya,Mali,12.652945,-7.957795,False,
FADJIGUILA D,Mali,12.672845,-7.94931,False,
FADJIGUILA C,Mali,12.672899,-7.949265,False,
NELSON MANDELA [2ème C] I,Mali,12.666481,-7.967969,False,
LA PAIX [1er C],Mali,12.614885,-7.992813,False,
EFET [2ème C],Mali,12.6041,-8.002933,False,
AKC DIT CABRAL [1er C],Mali,12.620367,-7.99025,False,
A.E.CO.DA [2ème C],Mali,12.610228,-7.980433,False,
DJIGUIYA,Mali,12.60172,-8.00623,False,
KOROFINA SUD [2ème C],Mali,12.652852,-7.957275,False,
LES ELUS de LA RENAISSANCE,Mali,12.601983,-8.022217,False,
DEBERE,Mali,13.03091,-4.684306,False,
École primaire de Mallé,Mali,13.283346,-6.932778,False,
École primaire de Siè,Mali,13.154802,-6.990124,False,
LE NIGER [1er C],Mali,12.615133,-8.002733,False,
École Kagnan,Mali,13.225452,-4.498302,False,
École fondamentale Ouolodo [1er C] A,Mali,13.205807,-7.930242,False,
École Tioribougou [1er C] A,Mali,13.384108,-7.994955,False,
École Fondamentale Banankoroni,Mali,13.346678,-6.386722,False,
École Sabougou,Mali,13.404371,-7.806696,False,
École Warsala,Mali,12.758705,-7.024826,False,
École 1 er cycle Koulala,Mali,13.017323,-6.926215,False,
ZOGOFINA,Mali,13.38,-6.279,False,
ZINGUELA,Mali,13.194549,-6.304314,False,
ZANFINA,Mali,12.887834,-6.911835,False,
École Fondamentale Sanekuy [1er C],Mali,13.067659,-4.61363,False,
BANAMBAISE [2ème C],Mali,12.687117,-7.936417,False,
BAHABEN SANTARA D,Mali,12.66785,-7.954883,False,
ASKIA MOHAMED,Mali,12.6779,-7.915267,False,
LES MARTYRS [1er C],Mali,12.619992,-7.996198,False,
LES CASTORS [2ème C],Mali,12.610605,-7.996517,False,
École privée FODE KANTE,Mali,12.60263,-8.01314,False,
DIOUMANZANA F,Mali,12.679307,-7.942661,False,
KESSE,Mali,12.60204,-7.99745,False,
INSTITUT SACRE COEUR [2ème C],Mali,12.600833,-8.026283,False,
ESPOIR [2ème C],Mali,12.600053,-7.99615,False,
EL MOHAMEDIYA [2ème C],Mali,12.612417,-8.001883,False,
AKC DIT CABRAL [2ème C],Mali,12.6202,-7.99065,False,
ABO-ONO [2ème C],Mali,12.600729,-7.989358,False,
A.E.CO.DA [1er C],Mali,12.610274,-7.980431,False,
SOGOMOUGOU [2ème C],Mali,12.387844,-5.46804,False,
SOGO,Mali,12.05785,-5.358767,False,
KOUORO [2ème C],Mali,12.011233,-5.702083,False,
KOUMANKOU MEDERSA,Mali,12.097354,-6.140468,False,
SIRAKELE [1er C],Mali,12.515649,-5.476674,False,
SINTELA,Mali,12.599417,-6.02345,False,
École de Sinkolo,Mali,12.205141,-5.04409,False,
SINKOLO,Mali,12.089217,-5.54585,False,
Sincina Kinisso,Mali,12.357283,-5.433667,False,
Sincina,Mali,12.35193,-5.441737,False,
SIMONA,Mali,12.287733,-4.8957,False,
SIEMESSO,Mali,12.28263,-5.70332,False,
SIELA [1er C],Mali,12.49715,-4.732717,False,
DIOFORONGO,Mali,13.11222,-6.497351,False,
SANGUELA [1er C],Mali,12.001426,-5.282056,False,
YACRISSOUN,Mali,12.29195,-4.64995,False,
OURIKELA [2ème C] A,Mali,12.111313,-5.062049,False,
OURIKELA [1er C] B,Mali,12.111368,-5.062055,False,
OURIKELA [1er C] A,Mali,12.111148,-5.062026,False,
OULA [2ème C],Mali,12.59285,-5.34165,False,
OUESSEREBOUGOU,Mali,12.388317,-5.967083,False,
OUDIOLA,Mali,12.409717,-4.972933,False,
École d'Ouasso,Mali,12.140893,-4.711346,False,
SAN-HOUAN,Mali,12.5673,-4.5907,False,
NGOLONIANASSO [1er C],Mali,12.427099,-5.682912,False,
KOUMANKOU [2ème C]YCLE,Mali,12.099473,-6.138477,False,
KOUMANKOU [1er C]ycle,Mali,12.099289,-6.138193,False,
KOBALA,Mali,12.0051,-6.052717,False,
KATIERLA ECOM,Mali,12.006683,-5.800633,False,
PREMIER CYCLE DE KABARASSO,Mali,12.014776,-5.937168,False,
DOGONI [1er C],Mali,12.144275,-6.006225,False,
DOGONI [2ème C]YCLE,Mali,12.144397,-6.006202,False,
École de Zandiéguéla,Mali,12.282113,-4.688845,False,
ZAMBLALA [2ème C],Mali,12.595383,-5.543333,False,
YOROSSO [2ème C] A,Mali,12.354989,-4.779135,False,
SOUSSOULA,Mali,12.17025,-5.381933,False,
YOGORASSO,Mali,12.583967,-5.83965,False,
Merdersa,Mali,12.585126,-7.959403,False,
Ecole fondamentale Maïmouna Tangara,Mali,12.5875,-8.06533,False,
WELEGUENA II,Mali,12.3893,-5.5466,False,
WELEGUENA I,Mali,12.374078,-5.501565,False,
WATARLA,Mali,12.014283,-5.374633,False,
École de Ouafrouma (B),Mali,12.243052,-4.568387,False,
École de Ouafrouma,Mali,12.243224,-4.568472,False,
TRY,Mali,12.270967,-5.38845,False,
TOUPOURLA,Mali,12.320183,-5.928867,False,
École de Torosso,Mali,12.317359,-4.944531,False,
TORO I [2ème C],Mali,12.388429,-4.923811,False,
TANDIO [1er C]ycle A,Mali,12.161788,-4.961729,False,
YOROSSO [1er C] C,Mali,12.354728,-4.779174,False,
SOMASSO [2ème C],Mali,12.862489,-5.600312,False,
SOMADOUGOU,Mali,13.4704,-4.070033,False,
SOLA,Mali,12.953764,-6.213783,False,
SOKOURA F,Mali,13.307276,-4.403939,False,
SOKOURA B,Mali,13.1199,-4.54417,False,
NIANABOUGOU,Mali,12.45565,-5.732,False,
NIAMPELA,Mali,12.467383,-6.1139,False,
SOBOUA P. DIARRA II,Mali,13.284,-4.5942,False,
SOBOUA P. DIARRA I,Mali,13.288,-4.5933,False,
SIRADIE,Mali,13.459602,-4.187357,False,
SIRABA,Mali,12.974521,-4.799564,False,
SIRA,Mali,12.76,-4.479,False,
SINZARA,Mali,13.137911,-4.867949,False,
SINENI,Mali,12.93,-6.168,False,
NOUR ISLAMIQUE de KOSSOUROUNA,Mali,12.357083,-6.015783,False,
SIENKOUN,Mali,13.475864,-4.414409,False,
SIBOUGOU,Mali,13.276166,-4.943791,False,
SIALO T,Mali,13.2,-4.484,False,
SEOULASSO,Mali,13.240822,-4.703332,False,
SOUKOURENI,Mali,12.975346,-4.284761,False,
SOUBOULA SALAM N'GOLOKOUNA,Mali,12.851247,-5.791053,False,
SANSO,Mali,12.656344,-5.420247,False,
SANGOULA,Mali,13.069331,-5.585344,False,
SANGOUE,Mali,13.090311,-5.911558,False,
SIEN-MARKA,Mali,13.39317,-4.454409,False,
NINTABOUGORO,Mali,12.325233,-5.302383,False,
NIGUILA,Mali,12.492467,-5.653617,False,
NIESSOUMANA [1er C],Mali,12.28585,-4.60625,False,
NIESSOUMANA,Mali,12.582783,-5.61115,False,
SISSOUMANA,Mali,12.042567,-5.452717,False,
SIRAKELE [2ème C],Mali,12.51529,-5.476247,False,
NIAMANASSO,Mali,12.339217,-5.663717,False,
N'GUOLA,Mali,12.581042,-6.145393,False,
NGUEGUESSO II,Mali,12.215405,-5.092088,False,
NGUEGUESSO I,Mali,12.215467,-5.1196,False,
N'GOUNTJINA [2ème C],Mali,12.297904,-5.48105,False,
École Philippe Souquière de Fogoba,Mali,12.041971,-7.440972,False,
École de N'Tinkoni,Mali,12.026012,-7.33625,False,
École de Nagala Wossa,Mali,12.051633,-7.278383,False,
SOMASSO BELICO,Mali,12.862761,-5.600264,False,
TALLO,Mali,13.232571,-5.327423,False,
TALA,Mali,13.0,-5.731,False,
TAAOUNI [2ème C],Mali,13.295577,-4.889841,False,
SOUMBALA,Mali,13.149802,-5.139894,False,
SOUBOULA SALAM KAMPOLOSSO,Mali,12.948909,-5.458027,False,
SOUARA [1er C],Mali,13.203331,-4.602835,False,
SOUALO,Mali,12.91327,-4.550346,False,
SOROFING,Mali,12.89,-5.692,False,
École Sonina,Mali,13.307876,-4.520493,False,
SOMASSO PC,Mali,12.862625,-5.60028,False,
SOMASSO MISSION,Mali,12.86285,-5.600242,False,
SOMASSO BOGORO,Mali,12.863713,-5.600178,False,
École Tana,Mali,13.370855,-4.372351,False,
AL HIDAYA WARACHAD,Mali,13.44945,-6.254136,False,
AÎ DRAME D. SINIMBOUGOU,Mali,12.919278,-6.367778,False,
École Adamabougou,Mali,13.328691,-5.186573,False,
ADAMA DAGNON [2ème C],Mali,13.443862,-6.217364,False,
ABBE DAVID TRAORE A,Mali,13.441118,-6.270896,False,
A.H. BOLY,Mali,13.43535,-6.25784,False,
A.H. BA [1er C],Mali,13.429635,-6.269512,False,
ZOMBOUGOU,Mali,12.87,-5.892,False,
ZOGOUE,Mali,12.878207,-4.32542,False,
WARILO,Mali,12.743864,-4.517526,False,
DAROUL COURAN WAL HADISS [1er C],Mali,13.430786,-6.256267,False,
COLLEGE communautaire DES FILLES LOBBO TRAORE,Mali,13.446394,-6.266918,False,
WARA/YASSO,Mali,12.725133,-4.31354,False,
WANIAN [2ème C],Mali,12.950474,-4.238002,False,
WAKY - SOKOURANI,Mali,12.849694,-4.81821,False,
WAKORO-BLA,Mali,12.98,-5.694,False,
VANEKUY,Mali,12.959255,-4.510416,False,
TOUNE II,Mali,13.397292,-4.7631,False,
TOUNE I,Mali,13.402743,-4.760032,False,
TOUNA PC,Mali,13.110821,-5.834305,False,
TOUNA [2ème C],Mali,13.11141,-5.834357,False,
TOUNA [2ème C] II,Mali,13.111435,-5.835234,False,
TOMINIAN [1er C],Mali,13.285136,-4.592005,False,
TIOU-TIOU École privée II°C,Mali,12.940983,-4.37129,False,
AL KAFALATOU AL ISLAMIYA [2ème C],Mali,13.447017,-6.249174,False,
École Diakon,Mali,13.48147,-6.44509,False,
DIADO,Mali,13.316057,-6.472655,False,
DIADO,Mali,13.315598,-6.471536,False,
DEMBAYUMAN,Mali,13.437919,-6.278054,False,
DEMBAW JIGI,Mali,13.427582,-6.2619,False,
DEMBANYUMAN,Mali,13.437768,-6.277998,False,
DARSALAM/A,Mali,13.438538,-6.259905,False,
DARSALAM [2ème C],Mali,13.439207,-6.256433,False,
DARSALAM [1er C] B,Mali,13.436458,-6.258692,False,
DAROUL ISLAM,Mali,13.448567,-6.26114,False,
HAMDALLAYE II/A,Mali,13.439472,-6.250958,False,
HAMDALLAYE,Mali,13.439721,-6.255752,False,
École Berthela,Mali,13.458389,-5.956553,False,
AL ISLAHI WAL NAJAHI [1er C],Mali,13.411859,-6.237141,False,
École Bayo,Mali,13.400764,-6.412159,False,
BASSIDIALANDOUGOU,Mali,13.291323,-6.890857,False,
BAROUELI C,Mali,13.069196,-6.827151,False,
BAROUELI A2,Mali,13.075692,-6.835674,False,
BAROUELI [2ème C] B,Mali,13.081095,-6.830683,False,
BARAOUELI A1,Mali,13.075267,-6.835247,False,
Lycee de Barouéli [2ème C],Mali,13.05932,-6.824249,False,
BARAOUELI B,Mali,13.08092,-6.831596,False,
BANANKORO [2ème C],Mali,12.910748,-5.670122,False,
B. BOUARE [2ème C]/C,Mali,13.443256,-6.266827,False,
ANGOULEME [1er C],Mali,13.428345,-6.274048,False,
École privée CHEICK M. DIARRA [1er C],Mali,13.429824,-6.273524,False,
École privée ICHIAKA DOUCOURE,Mali,13.428492,-6.290779,False,
AL ITTIHADIA SOMO,Mali,13.326167,-6.686592,False,
AL ISLAHI WAL NAJAHI [2ème C],Mali,13.411893,-6.237651,False,
BENI,Mali,13.242864,-6.1697,False,
NGOLONIANASSO [1er C],Mali,12.426983,-5.682928,False,
NGOLOBOUGOU,Mali,12.3895,-5.918883,False,
École de Néresso,Mali,12.296515,-4.734439,False,
Ecole,Mali,12.59836,-7.97266,False,
Ecole Communautaire,Mali,12.589866,-7.973914,False,
Ecole peimaire le petit prince,Mali,12.593009,-7.974222,False,
Ecole privée la source,Mali,12.594764,-7.978483,False,
Ecole privé,Mali,12.591626,-7.977964,False,
Coranique,Mali,12.59985,-7.978349,False,
Franco -Arabe Manma Doucoure,Mali,12.599084,-7.985245,False,
Ecole Fondamentale Privée Christine Roimier(Ecole du Cinquantenaire),Mali,12.375592,-5.477439,False,
Ecole de Santé,Mali,12.401728,-5.450805,False,
Lycée Hela Diallo,Mali,12.401739,-5.451013,False,
TOROSSO,Mali,12.379072,-5.817239,False,
TION,Mali,13.277785,-4.673144,False,
TENENI EXTENSION,Mali,13.33162,-4.801911,False,
Lycée Amadou Hamadoun Diallo,Mali,12.558,-8.0836,False,
NIATAMA,Mali,12.15525,-5.926967,False,
N'GOLOGNEBOUGOU,Mali,12.1001,-6.039133,False,
NENEBOUGOU,Mali,12.10601,-5.91654,False,
NANEREBOUGOU,Mali,12.049067,-6.028333,False,
NAGNAN,Mali,12.185517,-5.90335,False,
MPELA,Mali,12.12795,-5.968433,False,
MEGUELA,Mali,12.0281,-5.863933,False,
MEDERSA BOUKARILA,Mali,12.000188,-6.117422,False,
M' BEGRESSO,Mali,12.019529,-6.008072,False,
KOUTIENEBOUGOU,Mali,12.01613,-5.90786,False,
TENENI-DONI,Mali,13.390846,-4.664864,False,
TIGUINA,Mali,12.92,-6.047,False,
TIGAMA,Mali,13.054337,-5.900751,False,
École Tieparandougou-Koula,Mali,13.318093,-4.240837,False,
TIENABOUGOU,Mali,12.681583,-6.314871,False,
TIEMENA [2ème C],Mali,12.98,-5.945,False,
TIEDIANA ZANIEKAN,Mali,12.801219,-4.869019,False,
TIEDIANA KANOUALA,Mali,12.790558,-4.876419,False,
THIA,Mali,12.937804,-5.827429,False,
TETOU,Mali,12.958975,-4.32862,False,
TESSO,Mali,13.447302,-4.439029,False,
TERIYABOUGOU [2ème C],Mali,13.211125,-5.526746,False,
TERIYABOUGOU,Mali,13.209749,-5.527557,False,
WARANZAN WERE,Mali,12.954017,-4.818409,False,
TIONKUY,Mali,12.948974,-4.428458,False,
TENE [2ème C],Mali,13.410016,-4.584,False,
TENE [1er C],Mali,13.410059,-4.583995,False,
TEGUENA,Mali,13.229401,-4.442688,False,
TEBELA,Mali,13.03,-5.647,False,
TASSONA,Mali,12.97,-6.095,False,
TARBIATOU ISLAMIYA,Mali,13.412798,-4.579634,False,
TARBIATOU BB [2ème C],Mali,13.298862,-4.905701,False,
TARA-KOURA,Mali,13.023493,-4.785348,False,
TARA,Mali,13.155303,-4.718822,False,
École Wena,Mali,13.040669,-4.752702,False,
NGOUNTJINA [1er C],Mali,12.297839,-5.481034,False,
NGOROSSO,Mali,12.419033,-5.577333,False,
TIOU-TIOU ECOM,Mali,12.941027,-4.371125,False,
WARAMATA,Mali,13.293438,-4.344786,False,
ECOM KOLENA,Mali,11.437883,-8.39105,False,
ECOM de SIRAKORO,Mali,10.872683,-7.2316,False,
ECOM de FOLONA,Mali,11.892633,-7.74575,False,
ECOM de FARANI,Mali,11.57565,-7.918267,False,
ECOM de DJIDIE,Mali,11.177933,-7.51695,False,
École communitaire de Borombila,Mali,11.833616,-7.361304,False,
ECOM BY DOUMBIA de BONGO,Mali,11.187083,-7.578717,False,
ECOM BOKARIBOUGOU,Mali,11.551133,-7.430917,False,
ECOM BANDIALA,Mali,10.682933,-8.238983,False,
École Yere,Mali,13.27718,-4.211939,False,
YASSO [2ème C],Mali,13.134763,-4.675631,False,
École fondamentale de OUROU-OUROU,Mali,11.09295,-8.1281,False,
École fondamentale de DIALAKORO TIEMALA,Mali,11.30825,-7.526833,False,
DOUSSOUDIANA MEDERSA,Mali,11.1492,-7.806183,False,
DOUGOUNINA [2ème C],Mali,11.419894,-7.479183,False,
DOUGOUFING MEDERSA,Mali,10.7695,-7.90865,False,
DOUBASSO,Mali,10.887683,-6.433767,False,
DONTEREKE,Mali,10.535433,-6.76525,False,
École fondamentale de KEGNE,Mali,11.2236,-7.600933,False,
Ecole de Bachiembougou,Mali,13.43955,-6.045907,False,
B.BOUARE [1er C]/D,Mali,13.442716,-6.266245,False,
B.BOUARE [1er C]/C,Mali,13.442402,-6.266265,False,
B.BOUARE [1er C] /A,Mali,13.442593,-6.266794,False,
ZIESSO,Mali,12.75,-5.455,False,
ZANGOUNA,Mali,12.844393,-5.950461,False,
ZANELA,Mali,13.141431,-5.780517,False,
YERENI,Mali,13.32726,-4.170254,False,
DOUGA,Mali,13.302326,-6.191369,False,
DOTEMBOUGOU,Mali,13.206541,-6.79673,False,
YASSO [1er C],Mali,13.134648,-4.675224,False,
YABARA,Mali,13.228601,-4.318211,False,
WOROKOUMA,Mali,13.256666,-4.390257,False,
WOLONI,Mali,13.159725,-5.465163,False,
FADIMA DIAWARA de MADINA [2ème C],Mali,11.347483,-7.681867,False,
FADIE ECOM,Mali,11.361533,-7.303883,False,
FADIAN-KEKORO,Mali,10.8768,-7.053867,False,
BOUNOU,Mali,13.171242,-6.394908,False,
BOUNDO-WERE,Mali,13.284473,-6.547879,False,
École El Hadji Boua Diarra de Diban,Mali,11.965491,-7.293837,False,
École communitaire de Tabakoro,Mali,11.849242,-7.527701,False,
WOROKOUMA [2ème C],Mali,13.257038,-4.389165,False,
DJAMBALA ECOM,Mali,11.350333,-7.435833,False,
DISSAN M'PANA CHEICK FANTA MADY,Mali,11.60265,-7.5159,False,
DIOSSAN,Mali,10.631167,-7.465683,False,
DIONKONI,Mali,10.51975,-6.987883,False,
DIONKELE-SOKORO,Mali,11.192017,-7.24865,False,
DIONKELE SOKOURA,Mali,11.17585,-7.28885,False,
DIONKALA [2ème C],Mali,11.455217,-7.840417,False,
DIONKALA,Mali,11.77125,-6.717217,False,
DIONDIALA,Mali,10.469933,-7.226833,False,
DIOMON,Mali,11.1013,-7.208117,False,
DIOMANA,Mali,11.2626,-6.92895,False,
DIODIA,Mali,11.199233,-6.469767,False,
DIHAN ECOM,Mali,11.021867,-7.124883,False,
Djobo Kouma,Mali,11.496878,-6.976478,False,
DONSOSSO Medersa,Mali,11.1775,-8.3666,False,
DIENDIO,Mali,10.589667,-7.3788,False,
DIENDIO,Mali,10.748067,-6.618783,False,
DIEDIENI,Mali,11.10925,-6.5068,False,
DIEDIEBA-ECOM,Mali,10.937967,-6.737433,False,
DIEBA,Mali,11.440467,-7.93035,False,
DIE,Mali,11.219413,-7.279179,False,
DIASSOLA ECOM,Mali,11.107333,-7.770983,False,
DIASSA,Mali,10.44,-6.914,False,
DIARRALA Yiridougou,Mali,10.845117,-7.061133,False,
DIARRALA (KOUMANTOU),Mali,11.347317,-6.7182,False,
DIARANI-DJING,Mali,11.34275,-8.216733,False,
DIAMOGO,Mali,10.607533,-6.894783,False,
DIAMAKOLE,Mali,11.6778,-6.726383,False,
DIALLAN PU,Mali,11.646183,-6.6425,False,
Djissan [2ème C],Mali,11.321917,-6.678367,False,
Jardin d'enfants les lionceaux,Mali,12.590205,-7.987427,False,
Jardin d'enfants ABC,Mali,12.596363,-7.987518,False,
DONKERILA,Mali,10.982183,-6.360417,False,
DONKELENA,Mali,10.972567,-7.198467,False,
DONFANANI,Mali,11.05095,-6.783267,False,
DONFANABA,Mali,10.79265,-6.5922,False,
DOMBA[1er C],Mali,11.729912,-6.885808,False,
DOMBA [2ème C],Mali,11.73025,-6.888167,False,
DOGOBALA,Mali,11.223807,-7.484199,False,
DJOUTIEBOUGOU,Mali,11.449833,-7.447617,False,
DJOSSEBOUGOU,Mali,11.48685,-6.89385,False,
DJINE [2ème C],Mali,11.135918,-7.38888,False,
DJINE[1er cycle],Mali,11.136642,-7.389124,False,
DJINATOUMANINA ECOM,Mali,10.956633,-7.80715,False,
DJILENFING ECOM,Mali,11.190183,-8.24995,False,
DJIESSOU DIEDI SIDIBE de GUELELINKORO [2ème C],Mali,11.148083,-8.521267,False,
DJIBLENA,Mali,11.078533,-6.57665,False,
DJERILA KOUROULAMINI [1er C],Mali,11.560217,-7.673333,False,
Djerebougou Ecom,Mali,11.349167,-6.923467,False,
DJEKABOUGOU ECOM,Mali,11.7331,-7.540783,False,
DOSSOLA [2ème C] MANSA BOURAMA,Mali,11.53085,-8.088383,False,
Dissan[1er C],Mali,11.321717,-6.678415,False,
NELSON MANDELA [2ème C],Mali,13.435449,-6.245407,False,
NELSON MANDELA [1er C],Mali,13.435253,-6.245489,False,
NANGO,Mali,13.239213,-6.583709,False,
École Sagni,Mali,13.420473,-6.640014,False,
SABILOU SAADATI [1er C],Mali,13.449352,-6.26157,False,
École Mimana,Mali,13.407979,-6.459029,False,
MIGNON,Mali,13.36242,-6.702462,False,
MERDERSA communautaire (LPI)GOUENDO,Mali,12.796556,-6.323463,False,
MEDERSATOUL OULOUMI DINYATI,Mali,13.444578,-6.253504,False,
MEDERSA TAHAZIB ISLAMIQUE [1er C],Mali,13.444551,-6.253662,False,
Medersa SABIL HIDAYA (Moabougou),Mali,13.009926,-6.613335,False,
MEDERSA NOUR KOTA,Mali,13.298655,-6.720747,False,
BAGADADJI [2ème C],Mali,13.42791,-6.289182,False,
MEDERSA NOUR AL ISLAM KALAKE [1er C],Mali,12.966442,-6.854203,False,
Medersa M'Pebougou,Mali,12.900728,-6.498735,False,
MEDERSA MAGNABOUGOU,Mali,13.264344,-6.62268,False,
M.COM SABILOUL SAADATY SOUBA,Mali,13.414122,-6.594893,False,
PELENGANA MARCHE [2ème C],Mali,13.419949,-6.216936,False,
PELENGANA MARCHE [1er C],Mali,13.420034,-6.216978,False,
M.C.D.C.W.H PELENGANA [1er C],Mali,13.426933,-6.21655,False,
M.C. BOIDIE [2ème C],Mali,13.219463,-6.867874,False,
M.C. BOIDIE [1er C],Mali,13.21951,-6.867563,False,
M.C KOYAN (Taribiatou slamiya),Mali,12.941095,-6.393759,False,
M.C DOUGOUNIKORO,Mali,13.151032,-6.412025,False,
LES SAVOIRS,Mali,13.433792,-6.240181,False,
LES DISCIPLES,Mali,13.430924,-6.245394,False,
LES ALLIES,Mali,13.436619,-6.26149,False,
MEDERSA NOUR AL ISLAM KALAKE [2ème C],Mali,12.966512,-6.854208,False,
SAINT JOSEPH,Mali,13.439661,-6.271238,False,
FARABA [2ème C],Mali,10.81993,-5.61338,False,
FARABA [1er C] C,Mali,10.820157,-5.613338,False,
Sabil Hidaya (Moabougou) [2ème C],Mali,13.009547,-6.613343,False,
SABIL EL RICHADI [2ème C],Mali,13.427736,-6.248845,False,
SABIL EL RICHADI [1er C],Mali,13.427081,-6.2493,False,
SABIL EL ISLAMIA NASSORIATY [2ème C],Mali,13.442394,-6.219028,False,
SABIL EL ISLAMIA NASSORIATY [1er C],Mali,13.442084,-6.21874,False,
SAADAT EL KOUBRA,Mali,13.432982,-6.238566,False,
SA DOSI WA SA KEMENA,Mali,13.125443,-6.912498,False,
