name,amenity,country,iso3,source,latitude,longitude,addr_city,operator,building,near_hotspot,hotspot_info
Al Qalam Madrassa,school,Somalia,SOM,OSM,4.72536,45.20495,,,,True,Belet Weyne (36 events)
Bishaar Madrassa,school,Somalia,SOM,OSM,4.74822,45.20517,,,,True,Belet Weyne (36 events)
AL Qudus Madrassa,school,Somalia,SOM,OSM,4.72456,45.20641,,,,True,Belet Weyne (36 events)
Maalin Muxyidiin Madrassa,school,Somalia,SOM,OSM,4.74801,45.20388,,,,True,Belet Weyne (36 events)
Ciyow Madrassa,school,Somalia,SOM,OSM,4.7488,45.20317,,,,True,Belet Weyne (36 events)
Al Nor Madrassa,school,Somalia,SOM,OSM,4.72446,45.20408,,,,True,Belet Weyne (36 events)
Ramadan Madrassa,school,Somalia,SOM,OSM,4.74844,45.19869,,,,True,Belet Weyne (36 events)
Osman Binucafan Madrassa,school,Somalia,SOM,OSM,4.74367,45.20345,,,,True,Belet Weyne (36 events)
University of Hargeisa,university,Somalia,SOM,OSM,9.54635,44.04693,,,,True,Hargeysa (3 events)
Farah Omaar Secondary School,school,Somalia,SOM,OSM,9.55559,44.05233,,,,True,Hargeysa (3 events)
iskool Taleex (School Teleeh),school,Somalia,SOM,OSM,2.05092,45.31004,,,,False,
Amoud University,university,Somalia,SOM,OSM,9.94582,43.22519,,,,False,
Abdalla Deerow primary & Intermediate school,school,Somalia,SOM,OSM,3.11802,43.64582,,,,False,
Abaarso School of Science and Technology,school,Somalia,SOM,OSM,9.61514,43.87438,,,,False,
Adawale Madrassa,school,Somalia,SOM,OSM,4.74405,45.20001,,,,True,Belet Weyne (36 events)
Nugaal University Las-Anod,school,Somalia,SOM,OSM,8.47816,47.35378,,,,True,Laas Caanood (9 events)
Muse-Yusuf Secondary School,school,Somalia,SOM,OSM,8.47093,47.36403,,,,True,Laas Caanood (9 events)
Omar Samatar Secondary,school,Somalia,SOM,OSM,6.77596,47.42436,,,,True,Gaalkacyo (29 events)
Hanad primary school,school,Somalia,SOM,OSM,8.72585,49.33985,,,,False,
Tageer primary school,school,Somalia,SOM,OSM,8.72262,49.3391,,,,False,
Al-Huda Org,school,Somalia,SOM,OSM,9.49625,44.06515,,,,True,Hargeysa (3 events)
Ileys Secondary School 1,school,Somalia,SOM,OSM,9.57055,44.00885,,,,True,Hargeysa (3 events)
Budunbutto primary school,school,Somalia,SOM,OSM,8.51566,49.42091,,,,False,
Dhanane primary school,school,Somalia,SOM,OSM,7.75799,49.81342,,,,False,
shiikh yusuf Alkawnayn,school,Somalia,SOM,OSM,9.53495,45.54129,,,,True,Burco (3 events)
Alifdoon Preimery School,school,Somalia,SOM,OSM,9.55051,44.05325,,,,True,Hargeysa (3 events)
Future Technology,college,Somalia,SOM,OSM,8.47722,47.35735,,,,True,Laas Caanood (9 events)
Baarweyn primary school,school,Somalia,SOM,OSM,8.51654,49.35258,,,,False,
Sh.ahmed Salaan Primary School,school,Somalia,SOM,OSM,9.93496,43.1904,,,,False,
Ubaya Binu Ka'ab Secondary School,school,Somalia,SOM,OSM,9.92803,43.18967,,,,False,
MBK International School,school,Somalia,SOM,OSM,9.92513,43.18988,,,,False,
Ubaya Binu Kacab Intermediate And Secondary School,school,Somalia,SOM,OSM,9.92513,43.18398,,,,False,
Ardaale Secondry School,school,Somalia,SOM,OSM,9.91848,43.18228,,,,False,
Al Huda Primary And Secondary School,school,Somalia,SOM,OSM,9.93075,43.17493,,,,False,
Dugsiga Aloog. Hoose Dhexe,school,Somalia,SOM,OSM,9.9339,43.18183,,,,False,
Al-Aqsa Secondary School,school,Somalia,SOM,OSM,9.93478,43.18049,,,,False,
Al Nour Secondary School,school,Somalia,SOM,OSM,9.94559,43.19354,,,,False,
Al Nuur Primary School,school,Somalia,SOM,OSM,9.94639,43.19285,,,,False,
Dugsiga Sare ee Sh. Cali Jowhar,school,Somalia,SOM,OSM,9.94968,43.18763,,,,False,
Aadan Isaaq School,school,Somalia,SOM,OSM,9.94247,43.18115,,,,False,
Bilaal Madrassa,school,Somalia,SOM,OSM,4.7307,45.19465,,,,True,Belet Weyne (36 events)
Macalin Daahir Madrassa,school,Somalia,SOM,OSM,4.744,45.20245,,,,True,Belet Weyne (36 events)
"Mo,alllim Madrassa",school,Somalia,SOM,OSM,4.74227,45.20238,,,,True,Belet Weyne (36 events)
Buloqorax Primary School,school,Somalia,SOM,OSM,4.74972,45.20579,,,,True,Belet Weyne (36 events)
October 21st Elementary School,school,Somalia,SOM,OSM,2.02846,45.31531,,,,False,
20th December School,school,Somalia,SOM,OSM,2.028,45.3149,,,,False,
Horseed International University,university,Somalia,SOM,OSM,2.02901,45.31412,,,,False,
Hope University Mogadishu,university,Somalia,SOM,OSM,2.02811,45.3137,,,,False,
Somali National University KM4,university,Somalia,SOM,OSM,2.02714,45.31377,,,,False,
Polytecnic Institute,school,Somalia,SOM,OSM,2.02738,45.31116,,,,False,
Ahmed Gurey high school,school,Somalia,SOM,OSM,2.0759,45.33956,,,,False,
Star Primary and Secondry School,school,Somalia,SOM,OSM,2.06973,45.32875,,,,False,
"Institute Of Modern Languages (IML), University Of Simad",university,Somalia,SOM,OSM,2.06629,45.32643,,,,False,
Mohamed Bin Nasri al-Marwazi Institute,school,Somalia,SOM,OSM,2.07295,45.33111,,,,False,
School ka Dhagaxtuur,school,Somalia,SOM,OSM,2.03707,45.32204,,,,False,
Xaawa Taakada Hoose (Lower Hawa Tako),school,Somalia,SOM,OSM,9.94489,43.18114,,,,False,
Bunduuwein Primary School,school,Somalia,SOM,OSM,4.73655,45.20718,,,,True,Belet Weyne (36 events)
Seegalow,school,Somalia,SOM,OSM,4.742,45.19358,,,,True,Belet Weyne (36 events)
Bilsidiid Primary School,school,Somalia,SOM,OSM,4.74453,45.1954,,,,True,Belet Weyne (36 events)
Liiban Primary,school,Somalia,SOM,OSM,4.7479,45.19871,,,,True,Belet Weyne (36 events)
Al Baraka Madrassa,school,Somalia,SOM,OSM,4.74777,45.20271,,,,True,Belet Weyne (36 events)
Bishaar Madrassa,school,Somalia,SOM,OSM,4.74188,45.20526,,,,True,Belet Weyne (36 events)
Mamu Shafisi Madrassa,school,Somalia,SOM,OSM,4.74122,45.20544,,,,True,Belet Weyne (36 events)
Abur Hanifa Madrassa,school,Somalia,SOM,OSM,4.73629,45.20261,,,,True,Belet Weyne (36 events)
Public Garadag Primary and Intermediate school,school,Somalia,SOM,OSM,9.48356,46.87048,,,,False,
Noradin Primary School,school,Somalia,SOM,OSM,9.57481,44.05767,,,,True,Hargeysa (3 events)
Maxamud Xandule Primary and KG,school,Somalia,SOM,OSM,10.43532,45.02151,,,,False,
Hassan Ali Henry Primary School,school,Somalia,SOM,OSM,10.44089,45.02359,,,,False,
Cabdi Salaan Secondary School,school,Somalia,SOM,OSM,10.42735,45.00343,,,,False,
Berbera Maritme and Fishery Academy,school,Somalia,SOM,OSM,10.43835,45.00742,,,,False,
Cumar Bin Khattab Lower Primary & KG School,school,Somalia,SOM,OSM,10.44137,45.01588,,,,False,
Zeila Boarding School مدرسة داخلية زيلع,school,Somalia,SOM,OSM,11.34953,43.4809,,,,False,
Zeila School مدرسة زيلع,school,Somalia,SOM,OSM,11.35501,43.47769,,,,False,
Jamhuriya University of Science & Technology (JUST),university,Somalia,SOM,OSM,2.03628,45.30051,,,,False,
Hormuud University (Banaadir Campus),university,Somalia,SOM,OSM,2.03676,45.29964,,,,False,
Bright Grammar International School,school,Somalia,SOM,OSM,2.03626,45.29937,,,,False,
Somali National University - Shabelle Campus,university,Somalia,SOM,OSM,2.03729,45.34135,,,,False,
Xamar Wayne School,school,Somalia,SOM,OSM,2.03243,45.33801,,,,False,
Sacid Madrassa,school,Somalia,SOM,OSM,2.13751,45.11333,,,,False,
Salafiya Madrassa,school,Somalia,SOM,OSM,2.14011,45.11673,,,,False,
Ibnu Omar Madrassa,school,Somalia,SOM,OSM,2.1393,45.12005,,,,False,
Dariq Bin Ziyad Madrassa,school,Somalia,SOM,OSM,2.36028,45.38825,,,,False,
Farjano Primary School,school,Somalia,SOM,OSM,2.77734,45.50044,,,,False,
Dugsiga Sare ee Bartamaha,school,Somalia,SOM,OSM,2.03919,45.34634,,,,False,
City University - YK Campus,university,Somalia,SOM,OSM,2.03949,45.34466,,,,False,
Dugsiga Hoose Dhexe Sare ee Yaasiin Cismaan,school,Somalia,SOM,OSM,2.03893,45.34276,,,,False,
Dugsiga sare 15 May,school,Somalia,SOM,OSM,2.04377,45.33734,,,,False,
Xasan Qariidi School,school,Somalia,SOM,OSM,2.04183,45.32553,,,,False,
Police Training School,university,Somalia,SOM,OSM,2.02386,45.32415,,,,False,
Commercial School,university,Somalia,SOM,OSM,2.02903,45.33425,,,,False,
Burao Academy,school,Somalia,SOM,OSM,9.53147,45.59266,,,,True,Burco (3 events)
Jaabir Binu Hayaan Secondary & Primary School,school,Somalia,SOM,OSM,2.02982,45.29036,,,,False,
scuola,school,Somalia,SOM,OSM,8.39777,48.48491,,,,True,Garoowe (15 events)
Kismayo University Main Campus,university,Somalia,SOM,OSM,-0.31389,42.56952,,,,True,Kismaayo (29 events)
ADC Primary and Intermediate School,school,Somalia,SOM,OSM,3.10162,43.63861,,,,False,
East Africa University Qardho Campus,university,Somalia,SOM,OSM,9.49589,49.07207,,,,False,
AlAzhar Secondry school,school,Somalia,SOM,OSM,9.51073,49.08709,,,,False,
Qardho Primary school,school,Somalia,SOM,OSM,9.50669,49.07695,,,,False,
Imam nawawi Secondry school,school,Somalia,SOM,OSM,9.49764,49.07832,,,,False,
Darul Hanan Primary School,school,Somalia,SOM,OSM,9.50855,49.09338,,,,False,
Haji Adam primary school,school,Somalia,SOM,OSM,9.50514,49.09106,,,,False,
Al muntada Secondry School,school,Somalia,SOM,OSM,9.50786,49.09386,,,,False,
Somali Marino Coast and Navy Guard,university,Somalia,SOM,OSM,2.02038,45.32215,,,,False,
Somali Technical Training Institute,university,Somalia,SOM,OSM,2.04221,45.32501,,,,False,
"Sa,Adudin Secunday School مدرسة ثانوية سعد الدين",school,Somalia,SOM,OSM,11.35396,43.47786,,,,False,
Fatih Sultan Mohamed School,school,Somalia,SOM,OSM,9.96379,43.18983,,,,False,
Sheikh Abdirahman School,school,Somalia,SOM,OSM,9.93673,43.18156,,,,False,
Baarbe Primary and Secondary School,school,Somalia,SOM,OSM,2.03316,45.27196,,,,False,
Turkish Maarif School,school,Somalia,SOM,OSM,2.0382,45.30922,,,,False,
Amoud University (Health Science Campus),university,Somalia,SOM,OSM,9.94551,43.18217,,,,False,
Somali Aviation Academy,university,Somalia,SOM,OSM,2.01916,45.30493,,,,False,
Mogadishu University (Administration Office) / جامعة مقديشو (مكتب الإدارة),university,Somalia,SOM,OSM,2.03436,45.31082,,,,False,
East African University,university,Somalia,SOM,OSM,11.241,49.20342,,,,False,
Nugaal University,university,Somalia,SOM,OSM,8.47742,47.35376,,,,True,Laas Caanood (9 events)
Somali Deaf School,school,Somalia,SOM,OSM,2.04276,45.32494,,,,False,
University Of Somalia,university,Somalia,SOM,OSM,2.04591,45.32703,,,,False,
Salaaxudiin School,school,Somalia,SOM,OSM,2.04831,45.33076,,,,False,
Mohamud Harbi Primary and Secondary School,school,Somalia,SOM,OSM,2.05566,45.33269,,,,False,
Kaaraan Primary and Secondary School,school,Somalia,SOM,OSM,2.05157,45.36595,,,,False,
Tabaarak Primary and Secondary School,school,Somalia,SOM,OSM,2.09012,45.36637,,,,False,
Jobkey University,university,Somalia,SOM,OSM,2.03624,45.30782,,,,False,
مدرسة الشيخ مصطفى الامين الثانوية بنين,school,Sudan,SDN,OSM,15.55669,32.54759,,,,True,Khartoum (9 events)
مدرسة ود السائح بنين,school,Sudan,SDN,OSM,15.61938,32.62995,,,,True,Bahri (4 events)
مدرسة العلوم الادارية جامعة الخرطوم,college,Sudan,SDN,OSM,15.6078,32.53993,,,,True,Bahri (4 events)
كلية الدراسات العليا,college,Sudan,SDN,OSM,15.60855,32.54058,,,,True,Bahri (4 events)
مدرسة شمبات الثانوية بنات,school,Sudan,SDN,OSM,15.66559,32.53682,,,,True,Bahri (4 events)
كلية الصيدلة جامعة الخرطوم,college,Sudan,SDN,OSM,15.59806,32.5285,,,,True,Khartoum (9 events)
كلية الطب جامعة الخرطوم,college,Sudan,SDN,OSM,15.59712,32.52822,,,,True,Khartoum (9 events)
كلية طب الأسنان جامعة الخرطوم,college,Sudan,SDN,OSM,15.5964,32.52792,,,,True,Khartoum (9 events)
جامعة أفريقيا العالمية,university,Sudan,SDN,OSM,15.53118,32.56669,,,,True,Khartoum (9 events)
كلية هندسة الميكانيكية,college,Sudan,SDN,OSM,15.56229,32.53977,,,,True,Khartoum (9 events)
كلية هندسة الكهرباء,college,Sudan,SDN,OSM,15.56191,32.53984,,,,True,Khartoum (9 events)
كلية هندسة الطيران,college,Sudan,SDN,OSM,15.56121,32.53993,,,,True,Khartoum (9 events)
كلية النفط,college,Sudan,SDN,OSM,15.56156,32.53997,,,,True,Khartoum (9 events)
كلية الاداب,college,Sudan,SDN,OSM,15.61083,32.54146,,,,True,Bahri (4 events)
المجمع الطبي - جامعة افريقيا العالمية,university,Sudan,SDN,OSM,15.53,32.57246,,,,True,Khartoum (9 events)
مدرسة حلويات سعد الثانوية,school,Sudan,SDN,OSM,15.54307,32.55531,,,,True,Khartoum (9 events)
جامعة المستقبل,university,Sudan,SDN,OSM,15.54778,32.55456,,,,True,Khartoum (9 events)
جامعة المغتربين,university,Sudan,SDN,OSM,15.52761,32.53227,,,,True,Khartoum (9 events)
مدرسة بنات الابتدائية,school,Sudan,SDN,OSM,15.53191,32.52612,,,,True,Khartoum (9 events)
كلية النيل,college,Sudan,SDN,OSM,15.59524,32.61649,,,,True,Khartoum (9 events)
مدرسة ابو بكر الصديق الابتدائية بنين,school,Sudan,SDN,OSM,15.53019,32.51716,,,,True,Khartoum (9 events)
كلية العلوم,college,Sudan,SDN,OSM,15.60047,32.51451,,,,True,Khartoum (9 events)
Catholic Language Institute Khartoum (C.L.I.K),school,Sudan,SDN,OSM,15.57483,32.54865,,,,True,Khartoum (9 events)
جامعة الرباط الوطني,university,Sudan,SDN,OSM,15.61306,32.55947,,,,True,Bahri (4 events)
Primary and Secondary School,school,Sudan,SDN,OSM,14.36094,33.15732,,,,False,
Primary School,school,Sudan,SDN,OSM,14.36074,33.15593,,,,False,
Kenana Technicological college compound,college,Sudan,SDN,OSM,13.13192,32.62562,,,,False,
مدرسة تمبس,school,Sudan,SDN,OSM,19.71323,30.39153,,,,False,
كلية النهضة,university,Sudan,SDN,OSM,15.54435,32.54338,,,,True,Khartoum (9 events)
مدرسة الديوم الثانوية بنات,school,Sudan,SDN,OSM,15.57598,32.53286,,,,True,Khartoum (9 events)
مدرسة عبد الله بن رواحة الثانوية,school,Sudan,SDN,OSM,15.58019,32.53498,,,,True,Khartoum (9 events)
روضة سارة,kindergarten,Sudan,SDN,OSM,15.57619,32.53163,,,,True,Khartoum (9 events)
جامعة امدرمان الاهلية,university,Sudan,SDN,OSM,15.62882,32.46682,,,,True,Omdurman (5 events)
جامعة العلوم والتقانة,university,Sudan,SDN,OSM,15.67136,32.4792,,,,False,
كلية الانتاج الحيواني,college,Sudan,SDN,OSM,14.2522,32.99627,,,,False,
مدرسه المناقل الثانويه بنين,school,Sudan,SDN,OSM,14.25495,32.9978,,,,False,
كلية القران الكريم,college,Sudan,SDN,OSM,14.24632,33.00061,,,,False,
school grounds,school,Sudan,SDN,OSM,14.24912,33.00037,,,,False,
school bounds,school,Sudan,SDN,OSM,14.25136,32.99971,,,,False,
جامعة القران الكريم,university,Sudan,SDN,OSM,15.62253,32.48907,,,,True,Khartoum (9 events)
مدرسة المؤتمر الثانوية,school,Sudan,SDN,OSM,15.62229,32.48735,,,,True,Khartoum (9 events)
مدرسة الخرطوم الجديدة بنات,school,Sudan,SDN,OSM,15.5836,32.52662,,,,True,Khartoum (9 events)
المعهد الكوري للتدريب المهني,school,Sudan,SDN,OSM,15.52666,32.52636,,,,True,Khartoum (9 events)
مدارس التعليم البريطانية,school,Sudan,SDN,OSM,15.543,32.56248,,,,True,Khartoum (9 events)
مدرسة خالد بن الوليد الابتدائية بنين,school,Sudan,SDN,OSM,15.67253,32.54001,,,,True,Bahri (4 events)
مركز تدريب الاتصالات سوداكاد,school,Sudan,SDN,OSM,15.58319,32.53005,,,,True,Khartoum (9 events)
مدرسة الديم غرب,school,Sudan,SDN,OSM,15.58023,32.53024,,,,True,Khartoum (9 events)
كلية الدراسات الاقتصادية والاجتماعية,college,Sudan,SDN,OSM,15.61184,32.54122,,,,True,Bahri (4 events)
New Jerif High School,school,Sudan,SDN,OSM,15.5659,32.57705,,,,True,Khartoum (9 events)
Martyr Salah's Middle School,school,Sudan,SDN,OSM,15.5667,32.5767,,,,True,Khartoum (9 events)
CIVIL dept.,college,Sudan,SDN,OSM,15.6105,32.53893,,,,True,Bahri (4 events)
Faculty of Architecture,college,Sudan,SDN,OSM,15.61114,32.53971,,,,True,Bahri (4 events)
كلية الهندسة جامعة الخرطوم,college,Sudan,SDN,OSM,15.61052,32.53982,,,,True,Bahri (4 events)
كلية الدراسات الاسلامية,college,Sudan,SDN,OSM,15.60935,32.54388,,,,True,Bahri (4 events)
Sudanese Turkish School,school,Sudan,SDN,OSM,15.64328,32.57233,,,,True,Bahri (4 events)
مامون حميدة,university,Sudan,SDN,OSM,15.57608,32.55796,,,,True,Khartoum (9 events)
كلية القانون,college,Sudan,SDN,OSM,15.61011,32.54176,,,,True,Bahri (4 events)
Ansam International School,school,Sudan,SDN,OSM,15.56863,32.57403,,,,True,Khartoum (9 events)
مدرسة الخرطوم النموذجية,school,Sudan,SDN,OSM,15.57585,32.53212,,,,True,Khartoum (9 events)
مدرسة الحلفايا الثانوية النموذجية بنين - عون الشريف قاسم,school,Sudan,SDN,OSM,15.70354,32.55497,,,,True,Bahri (4 events)
مدرسه الثانويه بنات,school,Sudan,SDN,OSM,15.67359,32.54541,,,,True,Bahri (4 events)
Eirtiga Private School,school,Sudan,SDN,OSM,15.62206,32.53768,,,,True,Bahri (4 events)
Eizba Elementary Girls,school,Sudan,SDN,OSM,15.62297,32.53784,,,,True,Bahri (4 events)
Sister's School,school,Sudan,SDN,OSM,15.61009,32.53392,,,,True,Bahri (4 events)
جامعة الرباط القرأنية - Faculty of Abdu elsalam al Khabeer for the qoranic and islamic studies,university,Sudan,SDN,OSM,15.56307,32.56254,,,,True,Khartoum (9 events)
مدرسة عبد المنعم,school,Sudan,SDN,OSM,15.58728,32.52586,,,,True,Khartoum (9 events)
Fatima Abdelrahim School,school,Sudan,SDN,OSM,15.55525,32.54491,,,,True,Khartoum (9 events)
Al-Akhlas School,school,Sudan,SDN,OSM,15.55476,32.54499,,,,True,Khartoum (9 events)
Red Sea High School,school,Sudan,SDN,OSM,19.61327,37.21446,,,,True,Port Sudan (2 events)
Omdurman Islamic University Port Sudan Branch,university,Sudan,SDN,OSM,19.61448,37.20284,,,,True,Port Sudan (2 events)
مدرسة الشهيد محمد السيد البربري الثانوية,school,Sudan,SDN,OSM,19.61783,37.21474,,,,True,Port Sudan (2 events)
جامعة الرباط,university,Sudan,SDN,OSM,15.60976,32.56102,,,,True,Bahri (4 events)
جامعة الخرطوم,university,Sudan,SDN,OSM,15.61095,32.54153,,,,True,Bahri (4 events)
مدرسة العلوم الرياضية,college,Sudan,SDN,OSM,15.60926,32.54197,,,,True,Bahri (4 events)
مدرسة ود السائح بنات,school,Sudan,SDN,OSM,15.62044,32.62974,,,,True,Bahri (4 events)
Lutfi School,school,Sudan,SDN,OSM,14.76175,33.34788,,,,True,Sharg Al Jazirah (1 events)
جامعة امدرمان الاسلامية كلية الطب,university,Sudan,SDN,OSM,15.57178,32.45481,,,,True,Khartoum (9 events)
الرابطة التعليمية الثقافية بحي الصبابي,school,Sudan,SDN,OSM,15.63536,32.51726,,,,True,Bahri (4 events)
كليه شرق النيل,university,Sudan,SDN,OSM,15.67295,32.54925,,,,True,Bahri (4 events)
Kassala University - College of Education,university,Sudan,SDN,OSM,15.47442,36.3977,,,,False,
Girls Elementary School,school,Sudan,SDN,OSM,15.45798,36.41207,,,,False,
Kassala HigherSecondary School For Boys,school,Sudan,SDN,OSM,15.46421,36.39495,,,,False,
Hassan Bashier Naser,school,Sudan,SDN,OSM,15.71033,32.55671,,,,True,Bahri (4 events)
كلية الهندسة والدرسات التقنية جامعة كردفان مجمع خورطقت,college,Sudan,SDN,OSM,13.20034,30.30619,,,,False,
جامعة كردفان,college,Sudan,SDN,OSM,13.20512,30.23844,,,,False,
كلية علوم البصريات جامعة النيلين;جامعة السودان - كلية علوم البصريات - جبرة,university,Sudan,SDN,OSM,15.52644,32.5249,,,,True,Khartoum (9 events)
Sudan University,university,Sudan,SDN,OSM,15.61971,32.5925,,,,True,Bahri (4 events)
الكلية الحربية السودانية,college,Sudan,SDN,OSM,15.83678,32.52305,,,,False,
جامعة السودان الغربي,college,Sudan,SDN,OSM,15.60024,32.51204,,,,True,Khartoum (9 events)
جامعة النيلين;كلية التجارة - جامعة النيلين,university,Sudan,SDN,OSM,15.60073,32.51525,,,,True,Khartoum (9 events)
مدرسة الديم شرق 5,school,Sudan,SDN,OSM,15.57829,32.53309,,,,True,Khartoum (9 events)
Eizba Elementary Boys,school,Sudan,SDN,OSM,15.62257,32.5381,,,,True,Bahri (4 events)
Al Kheir Wal Baraka PrivateSchool,school,Sudan,SDN,OSM,15.6519,32.53718,,,,True,Bahri (4 events)
Boys Elementary School,school,Sudan,SDN,OSM,15.64684,32.53224,,,,True,Bahri (4 events)
Alsideiqa Girls Elementary School,school,Sudan,SDN,OSM,15.64644,32.53225,,,,True,Bahri (4 events)
مدرسة ثانوية للبنين,school,Sudan,SDN,OSM,15.64645,32.53295,,,,True,Bahri (4 events)
Grils Secondary School,school,Sudan,SDN,OSM,15.64685,32.53295,,,,True,Bahri (4 events)
جامعة كسلا كلية الطب,university,Sudan,SDN,OSM,15.44797,36.38153,,,,False,
مدرسة علوية عبد الرافع النموذجية الثانوية الحكومية بنات,school,Sudan,SDN,OSM,15.68129,32.48527,,,,False,
جامعة العلوم والتقان,university,Sudan,SDN,OSM,15.67193,32.48696,,,,False,
Al Islamiah (Women),university,Sudan,SDN,OSM,15.66919,32.48484,,,,False,
مدرسة الثورة الحارة الخامسة بنين,school,Sudan,SDN,OSM,15.68136,32.48795,,,,True,Bahri (4 events)
كلية بن سيناء,college,Sudan,SDN,OSM,15.58813,32.57628,,,,True,Khartoum (9 events)
مدرسة العفراء,school,Sudan,SDN,OSM,15.64104,32.60506,,,,True,Bahri (4 events)
مدرسة التكامل الثانوية بنين,school,Sudan,SDN,OSM,15.62955,32.64763,,,,True,Bahri (4 events)
مدرسة شرق النيل للتعليم الفني,school,Sudan,SDN,OSM,15.64016,32.63597,,,,True,Bahri (4 events)
مدرسة خالد بن الوليد الثانوية,school,Sudan,SDN,OSM,15.63418,32.63086,,,,True,Bahri (4 events)
مدرسة طحنون النموذجية الثانوية بنات,school,Sudan,SDN,OSM,15.55221,32.59415,,,,True,Khartoum (9 events)
مدرسة الشعب الثانوية,school,Sudan,SDN,OSM,15.63724,32.53002,,,,True,Bahri (4 events)
جامعة القران الكريم للعلوم والتقانة,university,Sudan,SDN,OSM,15.63335,32.49199,,,,True,Khartoum (9 events)
مدينة بشائر السلام,university,Sudan,SDN,OSM,15.58152,32.52088,,,,True,Khartoum (9 events)
جامعة السودان كلية الموسيقى والدراما,university,Sudan,SDN,OSM,15.58122,32.51878,,,,True,Khartoum (9 events)
جامعة الزعيم الازهري - الشعبية,university,Sudan,SDN,OSM,15.63766,32.52727,,,,True,Bahri (4 events)
مدرسة عد بابكر الثانوية,school,Sudan,SDN,OSM,15.63243,32.67799,,,,False,
مدرسة حفصة بنت عمر بنات,school,Sudan,SDN,OSM,15.61588,32.59213,,,,True,Bahri (4 events)
مدرسة الوحدة الوطنية اساس,school,Sudan,SDN,OSM,15.61187,32.63869,,,,True,Bahri (4 events)
مدرسة سمية بنت الخياط,school,Sudan,SDN,OSM,15.63159,32.61952,,,,True,Bahri (4 events)
كلية الخرطوم التطبيقية,university,Sudan,SDN,OSM,15.54778,32.54751,,,,True,Khartoum (9 events)
مدرسة هب النسيم,school,Sudan,SDN,OSM,15.59779,32.60242,,,,True,Bahri (4 events)
مدرسة تاجوج الاساسية بنات,school,Sudan,SDN,OSM,15.61206,32.6343,,,,True,Bahri (4 events)
مدرسة الشيخ الطيب الثانوية بنين,school,Sudan,SDN,OSM,15.59488,32.60965,,,,True,Khartoum (9 events)
مدرسة علي السيد الفنية,school,Sudan,SDN,OSM,15.60038,32.60873,,,,True,Bahri (4 events)
مدرسة الفلاح,school,Sudan,SDN,OSM,15.61293,32.61921,,,,True,Bahri (4 events)
مدارس نون الخاصة النموذجية,school,Sudan,SDN,OSM,15.60709,32.61846,,,,True,Bahri (4 events)
مدارس ورياض الرؤية العالمية الخاصة,school,Sudan,SDN,OSM,15.54571,32.57738,,,,True,Khartoum (9 events)
المدرسة الملكية الثانوية الخاصة بنين,school,Sudan,SDN,OSM,15.52246,32.52893,,,,True,Khartoum (9 events)
Almanar school,university,Sudan,SDN,OSM,13.15051,32.67074,,,,False,
كلية الجريف شرق التقنية,university,Sudan,SDN,OSM,15.58639,32.60851,,,,True,Khartoum (9 events)
مدرسة بنت  وهب بنات,school,Sudan,SDN,OSM,15.0951,33.22685,,,,False,
مدرسة العودة الثانوية الحكومية النموذجية للبنات,school,Sudan,SDN,OSM,15.61295,32.46106,,,,True,Khartoum (9 events)
مدرسة الاحامدة الاساسية بنات,school,Sudan,SDN,OSM,15.72029,32.47278,,,,False,
مدرسة الاحامدة الاساسية بنين,school,Sudan,SDN,OSM,15.72032,32.4733,,,,False,
مدرسة المنصور المختلطة,school,Sudan,SDN,OSM,15.60445,32.63605,,,,False,
جامعة الخرطوم فرع شمبات,university,Sudan,SDN,OSM,15.65785,32.52039,,,,True,Bahri (4 events)
جامعة الخرطوم - كلية الدراسات التقنية,university,Sudan,SDN,OSM,15.6327,32.55266,,,,True,Bahri (4 events)
كلية علوم المختبرات الطبية جامعة الخرطوم,university,Sudan,SDN,OSM,15.50412,32.62897,,,,False,
جامعة كرري مجمع الكليات,university,Sudan,SDN,OSM,15.76911,32.52967,,,,False,
كلية العلوم الادارية جامعة القرآن الكريم والعلوم الاسلامية - طلاب,university,Sudan,SDN,OSM,15.67058,32.48043,,,,False,
مدرسة رفيدة الاساسية بنات,school,Sudan,SDN,OSM,15.64798,32.62136,,,,True,Bahri (4 events)
جامعة كرري للعلوم الصحية والطبية;جامعة كرري - بانت,university,Sudan,SDN,OSM,15.61716,32.47824,,,,True,Khartoum (9 events)
Al-Neelain University Faculty Of Law,university,Sudan,SDN,OSM,15.60288,32.51645,,,,True,Khartoum (9 events)
كلية الطب جامعة النيلين,university,Sudan,SDN,OSM,15.60246,32.51348,,,,True,Khartoum (9 events)
Faculty Of Engineering Al-Neelain University,university,Sudan,SDN,OSM,15.60331,32.50964,,,,True,Khartoum (9 events)
كلية الاداب - جامعة التيلين,university,Sudan,SDN,OSM,15.60337,32.51751,,,,True,Khartoum (9 events)
Mariam Primary School,school,Sudan,SDN,OSM,14.3182,33.50176,,,,False,
Abo-Likailik Primary School,school,Sudan,SDN,OSM,14.31734,33.50183,,,,False,
Alsoriba Secondary school for Girls,school,Sudan,SDN,OSM,14.31631,33.50292,,,,False,
مدرسة شمبات الثانوية بنين,school,Sudan,SDN,OSM,15.66361,32.53602,,,,True,Bahri (4 events)
مدرسة الشعبية الابتدائية بنات,school,Sudan,SDN,OSM,15.63812,32.53001,,,,True,Bahri (4 events)
مدرسة المحس االثانوية,school,Sudan,SDN,OSM,15.09519,33.22765,,,,False,
