name,amenity,country,iso3,source,latitude,longitude,addr_city,operator,building,near_hotspot,hotspot_info
المدرسة الاساسية المختلطة,school,Palestine,PSE,HOTOSM/OSM,31.998827,35.06848,,,,False,
مدرسة خرائب أم اللحم الاساسية المختلطة,school,Palestine,PSE,HOTOSM/OSM,31.840092,35.092943,,,,False,
مدرسة بيت لقيا الثانوية للبنين,school,Palestine,PSE,HOTOSM/OSM,31.870347,35.070954,,,,False,
ذكور الفاروق الأساسية,school,Palestine,PSE,HOTOSM/OSM,31.470133,35.07786,,,,True,Hebron (147 events)
ሚዛን-አማን ጤና ሳይንስ ኮሌጅ መግቢያ,college,Ethiopia,ETH,HOTOSM/OSM,6.94812,35.549006,,,,False,
ሚዛን-አማን ጤና ሳይንስ ኮሌጅ,college,Ethiopia,ETH,HOTOSM/OSM,6.948436,35.548189,,,,False,
Bona Primary School,school,Ethiopia,ETH,HOTOSM/OSM,6.523826,38.713988,,,,False,
בית יעקב עזרת תורה,school,Palestine,PSE,HOTOSM/OSM,31.795018,35.217277,,,,False,
Gordemma Elementary School,school,Ethiopia,ETH,HOTOSM/OSM,11.555429,37.389255,,,,False,
Togogwa school,school,Ethiopia,ETH,HOTOSM/OSM,13.563235,39.298386,,,,False,
ኦሜድላ ትምህርት ቤት,school,Ethiopia,ETH,HOTOSM/OSM,9.022863,38.731158,,,,False,
ፊታውራሪ ላቀ እድገህ ት/ቤት,school,Ethiopia,ETH,HOTOSM/OSM,8.978207,38.753994,,,,False,
Azezo Elementary School,school,Ethiopia,ETH,HOTOSM/OSM,12.54512,37.429614,,,,False,
Adams Universitiy megenagna campus,school,Ethiopia,ETH,HOTOSM/OSM,9.018422,38.800694,,,,False,
"בי""ס בן יהודה",school,Palestine,PSE,HOTOSM/OSM,31.764176,35.226506,,,,True,Bethlehem (68 events)
Arabbuna Elementary School For Boys & Girles,school,Palestine,PSE,HOTOSM/OSM,32.509383,35.362822,,,,True,Jenin (43 events)
תיכון אורט בית הערבה,school,Palestine,PSE,HOTOSM/OSM,31.749913,35.221751,,,,True,Bethlehem (68 events)
مدرسة مصطفى صادق الرفاعي للصم _ بنات,school,Palestine,PSE,HOTOSM/OSM,31.516426,34.432586,,,,True,Deir El Balah (3 events)
Latin Patriarchate School Beit-Sahour,school,Palestine,PSE,HOTOSM/OSM,31.704583,35.217152,,,,True,Bethlehem (68 events)
Ibrahem Bin Adham School,school,Palestine,PSE,HOTOSM/OSM,31.828777,35.209116,,,,True,Al Quds (93 events)
مدرسة أبو بكر الصديق,school,Palestine,PSE,HOTOSM/OSM,31.849455,35.451105,,,,True,Jericho (14 events)
مدرسة هشام بن عبد الملك,school,Palestine,PSE,HOTOSM/OSM,31.847974,35.452136,,,,True,Jericho (14 events)
National colleges,school,Ethiopia,ETH,HOTOSM/OSM,9.0049,38.742764,,,,False,
חוות שדה בר,school,Palestine,PSE,HOTOSM/OSM,31.659863,35.244006,,,,True,Bethlehem (68 events)
Jaba' School For Boys,school,Palestine,PSE,HOTOSM/OSM,31.855443,35.26146,,,,True,Al Quds (93 events)
المدرسية الإنجيلية الأسقفية العربية,school,Palestine,PSE,HOTOSM/OSM,31.909425,35.190312,,,,True,Al Quds (93 events)
مدرسة الحاجة رابعة,school,Palestine,PSE,HOTOSM/OSM,31.650977,35.060093,,,,False,
"ת""ת הרא""ם",school,Palestine,PSE,HOTOSM/OSM,31.786825,35.176206,,,,True,Bethlehem (68 events)
מדרשת חברון,school,Palestine,PSE,HOTOSM/OSM,31.527597,35.11971,,,,True,Hebron (147 events)
"בי""ס חברון",school,Palestine,PSE,HOTOSM/OSM,31.530592,35.119539,,,,True,Hebron (147 events)
Tayseer Maraka School,school,Palestine,PSE,HOTOSM/OSM,31.525964,35.108257,,,,True,Hebron (147 events)
Dalal Al Moghrabi High School For Girls,school,Palestine,PSE,HOTOSM/OSM,31.577471,35.147214,,,,True,Hebron (147 events)
Bait Sureek Elementary School For Girls,school,Palestine,PSE,HOTOSM/OSM,31.822774,35.156186,,,,True,Al Quds (93 events)
Addis ketema tvte,college,Ethiopia,ETH,HOTOSM/OSM,9.024923,38.734374,,,,False,
ተፈሪ መኮንን ኮሌጅ,college,Ethiopia,ETH,HOTOSM/OSM,9.051163,38.765292,,,,False,
አየር ጤና ከ2ተኛ ደረጃ,school,Ethiopia,ETH,HOTOSM/OSM,8.983609,38.694769,,,,False,
B.T.D. Educational Acadamy,school,Ethiopia,ETH,HOTOSM/OSM,8.977656,38.761127,,,,False,
"בי""ס צמח השדה וחטיבה צעירה",school,Palestine,PSE,HOTOSM/OSM,31.770278,35.308168,,,,False,
Nazareth School,school,Ethiopia,ETH,HOTOSM/OSM,9.039128,38.75801,,,,False,
ሀሰን ጎሮ,school,Ethiopia,ETH,HOTOSM/OSM,3.766262,39.229454,,,,False,
Primary school,school,Ethiopia,ETH,HOTOSM/OSM,4.181564,42.056628,,,,False,
Aqraba Elemintary School For Girls,school,Palestine,PSE,HOTOSM/OSM,32.125594,35.342434,,,,False,
مدرسة جلقموس الثانوية للبنات,school,Palestine,PSE,HOTOSM/OSM,32.420674,35.360861,,,,True,Jenin (43 events)
مدرسة المتميزون,school,Palestine,PSE,HOTOSM/OSM,31.520427,34.440995,,,,True,Deir El Balah (3 events)
مدرسة صير الثانوية,school,Palestine,PSE,HOTOSM/OSM,32.361199,35.313882,,,,True,Tubas (14 events)
مدرسة بنات مسلية الثانوية,school,Palestine,PSE,HOTOSM/OSM,32.390725,35.290793,,,,True,Jenin (43 events)
مدرسة دار المعرفة الأساسية للبنين,school,Palestine,PSE,HOTOSM/OSM,31.552826,35.083133,,,,True,Hebron (147 events)
"בי""ס לבנות תהילה",school,Palestine,PSE,HOTOSM/OSM,31.784261,35.222861,,,,True,Bethlehem (68 events)
Noba Kindergarten,kindergarten,Palestine,PSE,HOTOSM/OSM,31.610491,35.030004,,,,False,
Mohanad,kindergarten,Palestine,PSE,HOTOSM/OSM,32.064654,35.02555,,,,False,
Mazara' Al Nubani Children Kindergarten,kindergarten,Palestine,PSE,HOTOSM/OSM,32.048325,35.164641,,,,True,Salfit (50 events)
ذكور بروقين الاساسيه,school,Palestine,PSE,HOTOSM/OSM,32.077183,35.098944,,,,True,Salfit (50 events)
Al Shuruq,kindergarten,Palestine,PSE,HOTOSM/OSM,32.082984,35.177059,,,,True,Salfit (50 events)
Al Khansa Kindergarten,kindergarten,Palestine,PSE,HOTOSM/OSM,31.406367,34.970045,,,,False,
מכון רובין,school,Palestine,PSE,HOTOSM/OSM,31.928776,35.026645,,,,False,
שירת הלב,school,Palestine,PSE,HOTOSM/OSM,32.26712,34.96465,,,,True,Qalqilya (66 events)
مدرسة شمس المعارف,school,Palestine,PSE,HOTOSM/OSM,31.806018,35.261518,,,,False,
בית ספר מולדת,school,Palestine,PSE,HOTOSM/OSM,31.801213,35.146537,,,,False,
مدرسة جمال عبد الناصر,school,Palestine,PSE,HOTOSM/OSM,32.219815,35.256217,,,,True,Nablus (156 events)
"בי""ס אופק",school,Palestine,PSE,HOTOSM/OSM,31.812706,35.19538,,,,True,Al Quds (93 events)
مدرسة وروضة المحبة والايمان,school,Palestine,PSE,HOTOSM/OSM,31.779943,35.2472,,,,True,Bethlehem (68 events)
Aqraba Elemintary School For Boys,school,Palestine,PSE,HOTOSM/OSM,32.123497,35.346078,,,,False,
ጊዮርጊስ ት/ቤት,school,Ethiopia,ETH,HOTOSM/OSM,6.865567,37.755158,,,,False,
Edo elementary School,school,Ethiopia,ETH,HOTOSM/OSM,7.009673,39.038374,,,,False,
Erestino Primary School,school,Ethiopia,ETH,HOTOSM/OSM,3.459766,39.555263,,,,False,
Kachisi Elementary School,school,Ethiopia,ETH,HOTOSM/OSM,9.596809,37.84738,,,,False,
New Kindergarten,kindergarten,Palestine,PSE,HOTOSM/OSM,32.416183,35.057598,,,,False,
Bir Ziet school For Boys,school,Palestine,PSE,HOTOSM/OSM,31.972716,35.197311,,,,True,Al Quds (93 events)
مدرسة بنات بيت امر للبنات,school,Palestine,PSE,HOTOSM/OSM,31.62396,35.100622,,,,False,
مدرسة الرابطة الجامعين,school,Palestine,PSE,HOTOSM/OSM,31.553446,35.090148,,,,True,Hebron (147 events)
مدرسة الجامعة,school,Palestine,PSE,HOTOSM/OSM,31.551242,35.088771,,,,True,Hebron (147 events)
المركز الفرنسي,school,Palestine,PSE,HOTOSM/OSM,31.549776,35.094355,,,,True,Hebron (147 events)
مدرسة بيت لقيا الأساسية للبنين,school,Palestine,PSE,HOTOSM/OSM,31.871021,35.071383,,,,False,
اليامون الثانوية للبنين,school,Palestine,PSE,HOTOSM/OSM,32.495551,35.251808,,,,True,Jenin (43 events)
ዳኑ,school,Ethiopia,ETH,HOTOSM/OSM,9.030272,38.761569,,,,False,
Boreda secondary school,school,Ethiopia,ETH,HOTOSM/OSM,9.342363,41.295642,,,,False,
ቦቢቾ ቃለ ህይወት መጽሐፍ ቅዱስ ኮሌጅ,college,Ethiopia,ETH,HOTOSM/OSM,7.578357,37.841712,,,,False,
ሆሳዕና ቴክንክና ሙያ ማሰልጠኛ ኮለረጅ,college,Ethiopia,ETH,HOTOSM/OSM,7.581024,37.856913,,,,False,
ሆሳዕና ማምህራን ማሰልጠኛ ኮሌጅ,college,Ethiopia,ETH,HOTOSM/OSM,7.573132,37.856626,,,,False,
የካትት 25/1967,school,Ethiopia,ETH,HOTOSM/OSM,7.545292,37.850087,,,,False,
ዋን ፕላኔት ኢንተርናሽናል,school,Ethiopia,ETH,HOTOSM/OSM,9.016155,38.801386,,,,False,
كلية الاداب,college,Palestine,PSE,HOTOSM/OSM,31.548434,35.091994,,,,True,Hebron (147 events)
روضة الحياة,kindergarten,Palestine,PSE,HOTOSM/OSM,32.476667,35.081539,,,,False,
بستان الالحان,kindergarten,Palestine,PSE,HOTOSM/OSM,32.477774,35.087445,,,,False,
Abdullahi Bade Secondary School,school,Ethiopia,ETH,HOTOSM/OSM,9.094336,43.182881,,,,False,
ቅዱስ ዬሴፍ ካቶሊ ት/ቤት,school,Ethiopia,ETH,HOTOSM/OSM,8.284355,37.77733,,,,False,
Addis Ababa science and technology university,school,Ethiopia,ETH,HOTOSM/OSM,8.982094,38.74801,,,,False,
ሰጦ ሰመሮ ሁለተኛ ደረጃ ት/ቤት,school,Ethiopia,ETH,HOTOSM/OSM,7.685792,36.835056,,,,False,
Pre School,kindergarten,Ethiopia,ETH,HOTOSM/OSM,9.093255,43.174109,,,,False,
Pre School,kindergarten,Ethiopia,ETH,HOTOSM/OSM,9.093345,43.178217,,,,False,
stadum,college,Ethiopia,ETH,HOTOSM/OSM,7.100376,38.624473,,,,False,
ብራይትሳይድ ኢንተርናሽናል አካዳሚ,school,Ethiopia,ETH,HOTOSM/OSM,8.936067,38.65515,,,,False,
גן צאלון,kindergarten,Palestine,PSE,HOTOSM/OSM,32.10289,35.174069,,,,True,Salfit (50 events)
גן חצב,kindergarten,Palestine,PSE,HOTOSM/OSM,32.103363,35.173376,,,,True,Salfit (50 events)
روضة طيور الجنة,kindergarten,Palestine,PSE,HOTOSM/OSM,32.088362,35.363118,,,,False,
كلية الانشطة,college,Palestine,PSE,HOTOSM/OSM,31.549449,35.09202,,,,True,Hebron (147 events)
Kindergarten,kindergarten,Palestine,PSE,HOTOSM/OSM,32.045423,35.176169,,,,True,Salfit (50 events)
Debre Birhan Secondary School,school,Ethiopia,ETH,HOTOSM/OSM,9.675539,39.545338,,,,False,
Yeresere School,school,Ethiopia,ETH,HOTOSM/OSM,13.567942,39.076776,,,,False,
ነጋሽ ሁለተኛ ደረጃ ትምህርት ቤት,school,Ethiopia,ETH,HOTOSM/OSM,13.889695,39.603137,,,,False,
ነጋሽ,school,Ethiopia,ETH,HOTOSM/OSM,13.886216,39.600388,,,,False,
Mekuat Primary School,school,Ethiopia,ETH,HOTOSM/OSM,13.82721,39.628937,,,,False,
مدرسة الأمل الخاصة,school,Palestine,PSE,HOTOSM/OSM,32.090686,35.169707,,,,True,Salfit (50 events)
fitto school,school,Ethiopia,ETH,HOTOSM/OSM,11.129658,39.224278,,,,False,
Secondary School,school,Ethiopia,ETH,HOTOSM/OSM,14.171812,37.729057,,,,False,
ድልችቦ ትምህርት ቤት,school,Ethiopia,ETH,HOTOSM/OSM,11.596031,37.4017,,,,False,
ዓዲ ኣሰር ቀዳማይ ብርኪ Adi aser Elementary school,school,Ethiopia,ETH,HOTOSM/OSM,14.212461,37.565213,,,,False,
adiss alem school,school,Ethiopia,ETH,HOTOSM/OSM,11.122895,39.223286,,,,False,
Sekota Medresa,school,Ethiopia,ETH,HOTOSM/OSM,12.629606,39.033227,,,,False,
Kolal school,school,Ethiopia,ETH,HOTOSM/OSM,13.519715,39.326217,,,,False,
IRC Youth Program Center,school,Ethiopia,ETH,HOTOSM/OSM,14.171361,37.72429,,,,False,
ሀራምቤ ዩኒቨርሲቲ,school,Ethiopia,ETH,HOTOSM/OSM,8.548397,39.277735,,,,False,
Mana barumsaa sadarkaa 2ffaa fi qophaa'inaa Laaloo Aayiraa,school,Ethiopia,ETH,HOTOSM/OSM,9.090155,35.391761,,,,False,
ጎንደር ዩኒቨርሲቲ ቴዎድሮስ ካምፓስ ቤተ-መፅሃፍት,school,Ethiopia,ETH,HOTOSM/OSM,12.587765,37.441471,,,,False,
ጎልዓ ቤት ትምህርቲ,school,Ethiopia,ETH,HOTOSM/OSM,14.282601,39.481699,,,,False,
Genfel Collage,school,Ethiopia,ETH,HOTOSM/OSM,14.279121,39.467318,,,,False,
Beati Akor Primary School,school,Ethiopia,ETH,HOTOSM/OSM,13.799716,39.448467,,,,False,
Kombolcha Agricultural College,college,Ethiopia,ETH,HOTOSM/OSM,11.087214,39.726803,,,,False,
Union Academy,school,Ethiopia,ETH,HOTOSM/OSM,7.032492,38.47591,,,,False,
مدرسة بنات بيت أولا الأساسية الأولى,school,Palestine,PSE,HOTOSM/OSM,31.593538,35.03027,,,,True,Hebron (147 events)
Jaber Bin Hayan School,school,Palestine,PSE,HOTOSM/OSM,31.596099,35.028949,,,,True,Hebron (147 events)
High School for Girls,school,Palestine,PSE,HOTOSM/OSM,31.610242,35.037549,,,,False,
Beit Ula High School for Girls,school,Palestine,PSE,HOTOSM/OSM,31.598716,35.022013,,,,False,
Qaruot Secondary School For Girls,school,Palestine,PSE,HOTOSM/OSM,32.066153,35.303964,,,,False,
مدرسة ابو بكر الصديق الابتدائية,school,Palestine,PSE,HOTOSM/OSM,32.187667,34.966817,,,,True,Qalqilya (66 events)
קשת יהונתן,school,Palestine,PSE,HOTOSM/OSM,32.486815,35.502945,,,,False,
አሶሳ ዪኒቨርሲቲ,college,Ethiopia,ETH,HOTOSM/OSM,10.088954,34.558924,,,,False,
Menelik Primary School,school,Ethiopia,ETH,HOTOSM/OSM,9.036677,38.763174,,,,False,
Kebena Adventist School,school,Ethiopia,ETH,HOTOSM/OSM,9.038291,38.77688,,,,False,
CPU College,school,Ethiopia,ETH,HOTOSM/OSM,9.000676,38.802492,,,,False,
ኪሮስ አለማየሁ 2 ደረጃ ትምህርት ቤት,school,Ethiopia,ETH,HOTOSM/OSM,13.964234,39.595951,,,,False,
Wukro St Mary's College,school,Ethiopia,ETH,HOTOSM/OSM,13.782039,39.60413,,,,False,
Law School,university,Ethiopia,ETH,HOTOSM/OSM,9.421336,42.035761,,,,False,
Creative Videography Training Institute,college,Ethiopia,ETH,HOTOSM/OSM,9.040316,38.759006,,,,False,
B Block,college,Ethiopia,ETH,HOTOSM/OSM,6.831357,37.753458,,,,False,
ሐዋስ መሰናዶ ትምህርት ቤት,school,Ethiopia,ETH,HOTOSM/OSM,8.499245,39.285915,,,,False,
Gule Primary School,school,Ethiopia,ETH,HOTOSM/OSM,13.879978,39.473869,,,,False,
Negash School,school,Ethiopia,ETH,HOTOSM/OSM,13.887461,39.600606,,,,False,
مدرسة سيلة الحارثية الثانوية للذكور,school,Palestine,PSE,HOTOSM/OSM,32.515783,35.230317,,,,True,Jenin (43 events)
مدرسة تعنك للبنات,school,Palestine,PSE,HOTOSM/OSM,32.518231,35.222031,,,,True,Jenin (43 events)
Al Shaikh Zaid School,school,Palestine,PSE,HOTOSM/OSM,32.464086,35.171709,,,,False,
Debre Mark'os Teachers college,college,Ethiopia,ETH,HOTOSM/OSM,10.350506,37.717964,,,,False,
مدرسة قباطية الثانوية للبنين عزات ابو الرب,school,Palestine,PSE,HOTOSM/OSM,32.413769,35.278782,,,,True,Jenin (43 events)
Yatta High School For Girls,school,Palestine,PSE,HOTOSM/OSM,31.446143,35.089934,,,,True,Hebron (147 events)
ذكور زبوبا الثانوية,school,Palestine,PSE,HOTOSM/OSM,32.542608,35.222132,,,,False,
בית ספר לותרי/אלתורייה,school,Palestine,PSE,HOTOSM/OSM,31.845084,35.226817,,,,True,Al Quds (93 events)
ሪፍት ቫሊ ዩኒቨርሲቲ,college,Ethiopia,ETH,HOTOSM/OSM,11.601083,37.368939,,,,False,
Shimelba IRC ECCD Center,kindergarten,Ethiopia,ETH,HOTOSM/OSM,14.171451,37.723519,,,,False,
Tseádyat Hamlo elementary school,school,Ethiopia,ETH,HOTOSM/OSM,14.183451,39.311931,,,,False,
KB International Driving License School,school,Ethiopia,ETH,HOTOSM/OSM,9.003699,38.801025,,,,False,
Tulefa HPS (Menschen fuer Menschen),school,Ethiopia,ETH,HOTOSM/OSM,9.303056,39.2325,,,,False,
ማራኪ ካምፓስ አደባባይ,school,Ethiopia,ETH,HOTOSM/OSM,12.586747,37.443943,,,,False,
None Formal Education Preschool,kindergarten,Ethiopia,ETH,HOTOSM/OSM,11.589967,41.448662,,,,False,
Hudad,kindergarten,Ethiopia,ETH,HOTOSM/OSM,8.386058,37.565848,,,,False,
Yemisrach Kindergarten School,kindergarten,Ethiopia,ETH,HOTOSM/OSM,9.009665,38.835291,,,,False,
Wukro Agricultural TVET College,college,Ethiopia,ETH,HOTOSM/OSM,13.782326,39.60411,,,,False,
Heteen Boys School,school,Palestine,PSE,HOTOSM/OSM,32.465417,35.30153,,,,True,Jenin (43 events)
School of Nations,school,Ethiopia,ETH,HOTOSM/OSM,8.990821,38.740348,,,,False,
አባድር ት/ቤት,school,Ethiopia,ETH,HOTOSM/OSM,8.985816,38.739398,,,,False,
ደቡብ ምዕራብ ትምህርት ቤት ላፍቶ ፶፰ ቅርንጫፍ,school,Ethiopia,ETH,HOTOSM/OSM,8.944721,38.751369,,,,False,
ጊብሰን,school,Ethiopia,ETH,HOTOSM/OSM,8.988714,38.785377,,,,False,
ኢትዮ ብሔራዊ ትምህርትቤት,school,Ethiopia,ETH,HOTOSM/OSM,8.893281,38.772548,,,,False,
School Number 1,school,Ethiopia,ETH,HOTOSM/OSM,8.547826,39.280726,,,,False,
아다마교회,school,Ethiopia,ETH,HOTOSM/OSM,8.555161,39.284099,,,,False,
ጎሮ 2ኛ ደረጃ ት/ቤት,school,Ethiopia,ETH,HOTOSM/OSM,8.557465,39.261943,,,,False,
AlQuds Open University,school,Palestine,PSE,HOTOSM/OSM,31.46598,35.122723,,,,True,Hebron (147 events)
مدرسة الهاجرية,school,Palestine,PSE,HOTOSM/OSM,31.51998,35.110919,,,,True,Hebron (147 events)
Higher 23 Preparatory School,school,Ethiopia,ETH,HOTOSM/OSM,8.993773,38.727018,,,,False,
School of Tomorrow - Bisrat Branch,school,Ethiopia,ETH,HOTOSM/OSM,8.993062,38.729104,,,,False,
Mekdela Elementary School,school,Ethiopia,ETH,HOTOSM/OSM,8.995324,38.725883,,,,False,
ፊታአ,school,Ethiopia,ETH,HOTOSM/OSM,8.983006,38.766361,,,,False,
Unity school,school,Ethiopia,ETH,HOTOSM/OSM,9.013757,38.718411,,,,False,
Enseno highschool,school,Ethiopia,ETH,HOTOSM/OSM,8.059646,38.470293,,,,False,
Economy School,school,Ethiopia,ETH,HOTOSM/OSM,7.488991,38.728628,,,,False,
Kuyera Adventist Secondary College,school,Ethiopia,ETH,HOTOSM/OSM,7.28577,38.651929,,,,False,
Goro Furtu HPS (Menschen fuer Menschen),school,Ethiopia,ETH,HOTOSM/OSM,9.903056,38.050833,,,,False,
Gebya Dar Primarily and Secondary School,school,Ethiopia,ETH,HOTOSM/OSM,7.058944,38.471996,,,,False,
አዳማ ቁጥር 3 ት/ቤት,school,Ethiopia,ETH,HOTOSM/OSM,8.546868,39.259435,,,,False,
ብርሃን በር,school,Ethiopia,ETH,HOTOSM/OSM,9.041095,38.715615,,,,False,
Bona Highschool,school,Ethiopia,ETH,HOTOSM/OSM,6.536096,38.709336,,,,False,
Lem Secondary School,school,Ethiopia,ETH,HOTOSM/OSM,8.997243,38.809744,,,,False,
Unity University,school,Ethiopia,ETH,HOTOSM/OSM,9.000167,38.804337,,,,False,
Mackmillan Accademy,school,Ethiopia,ETH,HOTOSM/OSM,9.001633,38.801252,,,,False,
College of Computing and Informatics,university,Ethiopia,ETH,HOTOSM/OSM,9.42205,42.037397,,,,False,
Bethlehem Govremental Kindergarten,kindergarten,Palestine,PSE,HOTOSM/OSM,31.700101,35.197551,,,,True,Bethlehem (68 events)
Tipfay Academy,school,Ethiopia,ETH,HOTOSM/OSM,8.956862,38.773508,,,,False,
ፋውንቴን ኦፍ ኖውሌጅ ት/ቤት,school,Ethiopia,ETH,HOTOSM/OSM,9.017369,38.83836,,,,False,
NATI School,school,Ethiopia,ETH,HOTOSM/OSM,9.015676,38.797283,,,,False,
Gode Health Science Collage ,school,Ethiopia,ETH,HOTOSM/OSM,5.950323,43.554359,,,,False,
ODA special Boarding School Bishoftu Branch,school,Ethiopia,ETH,HOTOSM/OSM,8.764825,38.999546,,,,False,
Defense Engineering College,college,Ethiopia,ETH,HOTOSM/OSM,8.758821,38.999101,,,,False,
Ambo University,college,Ethiopia,ETH,HOTOSM/OSM,8.969396,37.890394,,,,False,
AL Tira High School For Girls,school,Palestine,PSE,HOTOSM/OSM,31.869312,35.127582,,,,True,Al Quds (93 events)
مدرسة الهاشمية,school,Palestine,PSE,HOTOSM/OSM,31.907399,35.22286,,,,True,Al Quds (93 events)
مدرسة وكالة الغوث,school,Palestine,PSE,HOTOSM/OSM,31.519509,35.112129,,,,True,Hebron (147 events)
Abd Al Aziz School,school,Palestine,PSE,HOTOSM/OSM,31.518541,35.105901,,,,True,Hebron (147 events)
Rabe'a Al Adawya School,school,Palestine,PSE,HOTOSM/OSM,31.521016,35.105961,,,,True,Hebron (147 events)
Al Auobia School,school,Palestine,PSE,HOTOSM/OSM,31.527552,35.108693,,,,True,Hebron (147 events)
ذكور أبو علي إيـاد الأساسية,school,Palestine,PSE,HOTOSM/OSM,31.443543,35.085197,,,,False,
مدرسة المرملة,school,Palestine,PSE,HOTOSM/OSM,31.461461,35.105859,,,,True,Hebron (147 events)
ነፃነት ጮራ ት/ቤት,school,Ethiopia,ETH,HOTOSM/OSM,8.978651,38.749866,,,,False,
"בי""ס לבנות רמות פולין",school,Palestine,PSE,HOTOSM/OSM,31.820021,35.193684,,,,True,Al Quds (93 events)
ישיבת תורת משה,school,Palestine,PSE,HOTOSM/OSM,31.820434,35.194145,,,,True,Al Quds (93 events)
ישיבת פני יהושע,school,Palestine,PSE,HOTOSM/OSM,31.820221,35.199329,,,,True,Al Quds (93 events)
בית הספר בית הכרם,school,Palestine,PSE,HOTOSM/OSM,31.781795,35.190091,,,,True,Bethlehem (68 events)
مدرسة بنات البيرة الجديدة,school,Palestine,PSE,HOTOSM/OSM,31.919469,35.210094,,,,True,Al Quds (93 events)
Al Qabaliah Secondary School For Girls,school,Palestine,PSE,HOTOSM/OSM,31.835383,35.129405,,,,True,Al Quds (93 events)
