Country,Admin1,Admin2,Year,Events,Fatalities
Sudan,West Kordofan,Al Khiwai,1998,0,0
Sudan,West Kordofan,Al Khiwai,1999,0,0
Sudan,West Kordofan,Al Khiwai,2000,0,0
Sudan,West Kordofan,Al Khiwai,2001,0,0
Sudan,West Kordofan,Al Khiwai,2002,0,0
Sudan,West Kordofan,Al Khiwai,2003,0,0
Sudan,West Kordofan,Al Khiwai,2004,0,0
Sudan,West Kordofan,Al Khiwai,2005,0,0
Sudan,West Kordofan,Al Khiwai,2006,0,0
Sudan,West Kordofan,Al Khiwai,2007,0,0
Sudan,West Kordofan,Al Khiwai,2008,0,0
Sudan,West Kordofan,Al Khiwai,2009,0,0
Sudan,West Kordofan,Al Khiwai,2010,0,0
Sudan,West Kordofan,Al Khiwai,2011,0,0
Sudan,West Kordofan,Al Khiwai,2012,0,0
Sudan,West Kordofan,Al Khiwai,2013,0,0
Sudan,West Kordofan,Al Khiwai,2014,0,0
Sudan,West Kordofan,Al Khiwai,2015,0,0
Sudan,West Kordofan,Al Khiwai,2016,0,0
Sudan,West Kordofan,Al Khiwai,2017,0,0
Sudan,West Kordofan,Al Khiwai,2018,0,0
Sudan,West Kordofan,Al Khiwai,2019,0,0
Sudan,West Kordofan,Al Khiwai,2020,0,0
Sudan,West Kordofan,Al Khiwai,2021,0,0
Sudan,West Kordofan,Al Khiwai,2022,0,0
Sudan,West Kordofan,Al Khiwai,2023,0,0
Sudan,West Kordofan,Al Khiwai,2024,4,17
Sudan,West Kordofan,Al Khiwai,2025,25,50
Sudan,West Kordofan,Al Khiwai,2026,5,3
Sudan,West Kordofan,Al Lagowa,1997,0,0
Sudan,West Kordofan,Al Lagowa,1998,0,0
Sudan,West Kordofan,Al Lagowa,1999,0,0
Sudan,West Kordofan,Al Lagowa,2000,0,0
Sudan,West Kordofan,Al Lagowa,2001,0,0
Sudan,West Kordofan,Al Lagowa,2002,0,0
Sudan,West Kordofan,Al Lagowa,2003,0,0
Sudan,West Kordofan,Al Lagowa,2004,0,0
Sudan,West Kordofan,Al Lagowa,2005,0,0
Sudan,West Kordofan,Al Lagowa,2006,0,0
Sudan,West Kordofan,Al Lagowa,2007,0,0
Sudan,West Kordofan,Al Lagowa,2008,0,0
Sudan,West Kordofan,Al Lagowa,2009,0,0
Sudan,West Kordofan,Al Lagowa,2010,0,0
Sudan,West Kordofan,Al Lagowa,2011,0,0
Sudan,West Kordofan,Al Lagowa,2012,0,0
Sudan,West Kordofan,Al Lagowa,2013,2,9
Sudan,West Kordofan,Al Lagowa,2014,0,0
Sudan,West Kordofan,Al Lagowa,2015,2,2
Sudan,West Kordofan,Al Lagowa,2016,4,0
Sudan,West Kordofan,Al Lagowa,2017,1,0
Sudan,West Kordofan,Al Lagowa,2018,0,0
Sudan,West Kordofan,Al Lagowa,2019,0,0
Sudan,West Kordofan,Al Lagowa,2020,4,12
Sudan,West Kordofan,Al Lagowa,2021,4,4
Sudan,West Kordofan,Al Lagowa,2022,15,31
Sudan,West Kordofan,Al Lagowa,2023,1,0
Sudan,West Kordofan,Al Lagowa,2024,10,9
Sudan,West Kordofan,Al Lagowa,2025,0,0
Sudan,West Kordofan,Al Lagowa,2026,2,57
Sudan,West Kordofan,Al Meiram,1997,0,0
Sudan,West Kordofan,Al Meiram,1998,0,0
Sudan,West Kordofan,Al Meiram,1999,0,0
Sudan,West Kordofan,Al Meiram,2000,0,0
Sudan,West Kordofan,Al Meiram,2001,0,0
Sudan,West Kordofan,Al Meiram,2002,0,0
Sudan,West Kordofan,Al Meiram,2003,0,0
Sudan,West Kordofan,Al Meiram,2004,0,0
Sudan,West Kordofan,Al Meiram,2005,0,0
Sudan,West Kordofan,Al Meiram,2006,0,0
Sudan,West Kordofan,Al Meiram,2007,0,0
Sudan,West Kordofan,Al Meiram,2008,0,0
Sudan,West Kordofan,Al Meiram,2009,0,0
Sudan,West Kordofan,Al Meiram,2010,0,0
Sudan,West Kordofan,Al Meiram,2011,0,0
Sudan,West Kordofan,Al Meiram,2012,0,0
Sudan,West Kordofan,Al Meiram,2013,0,0
Sudan,West Kordofan,Al Meiram,2014,0,0
Sudan,West Kordofan,Al Meiram,2015,2,3
Sudan,West Kordofan,Al Meiram,2016,3,6
Sudan,West Kordofan,Al Meiram,2017,2,7
Sudan,West Kordofan,Al Meiram,2018,0,0
Sudan,West Kordofan,Al Meiram,2019,0,0
Sudan,West Kordofan,Al Meiram,2020,2,18
Sudan,West Kordofan,Al Meiram,2021,3,9
Sudan,West Kordofan,Al Meiram,2022,1,0
Sudan,West Kordofan,Al Meiram,2023,0,0
Sudan,West Kordofan,Al Meiram,2024,2,8
Sudan,West Kordofan,Al Meiram,2025,1,0
Sudan,West Kordofan,Al Meiram,2026,1,12
Sudan,West Kordofan,An Nuhud,1997,0,0
Sudan,West Kordofan,An Nuhud,1998,0,0
Sudan,West Kordofan,An Nuhud,1999,0,0
Sudan,West Kordofan,An Nuhud,2000,0,0
Sudan,West Kordofan,An Nuhud,2001,0,0
Sudan,West Kordofan,An Nuhud,2002,0,0
Sudan,West Kordofan,An Nuhud,2003,0,0
Sudan,West Kordofan,An Nuhud,2004,0,0
Sudan,West Kordofan,An Nuhud,2005,0,0
Sudan,West Kordofan,An Nuhud,2006,0,0
Sudan,West Kordofan,An Nuhud,2007,0,0
Sudan,West Kordofan,An Nuhud,2008,1,0
Sudan,West Kordofan,An Nuhud,2009,0,0
Sudan,West Kordofan,An Nuhud,2010,0,0
Sudan,West Kordofan,An Nuhud,2011,0,0
Sudan,West Kordofan,An Nuhud,2012,0,0
Sudan,West Kordofan,An Nuhud,2013,0,0
Sudan,West Kordofan,An Nuhud,2014,2,0
Sudan,West Kordofan,An Nuhud,2015,0,0
Sudan,West Kordofan,An Nuhud,2016,0,0
Sudan,West Kordofan,An Nuhud,2017,3,36
Sudan,West Kordofan,An Nuhud,2018,1,3
Sudan,West Kordofan,An Nuhud,2019,2,1
Sudan,West Kordofan,An Nuhud,2020,0,0
Sudan,West Kordofan,An Nuhud,2021,1,7
Sudan,West Kordofan,An Nuhud,2022,5,7
Sudan,West Kordofan,An Nuhud,2023,5,3
Sudan,West Kordofan,An Nuhud,2024,4,10
Sudan,West Kordofan,An Nuhud,2025,41,99
Sudan,West Kordofan,An Nuhud,2026,13,16
Sudan,West Kordofan,As Sunut,1997,0,0
Sudan,West Kordofan,As Sunut,1998,0,0
Sudan,West Kordofan,As Sunut,1999,0,0
Sudan,West Kordofan,As Sunut,2000,0,0
Sudan,West Kordofan,As Sunut,2001,0,0
Sudan,West Kordofan,As Sunut,2002,0,0
Sudan,West Kordofan,As Sunut,2003,0,0
Sudan,West Kordofan,As Sunut,2004,0,0
Sudan,West Kordofan,As Sunut,2005,0,0
Sudan,West Kordofan,As Sunut,2006,0,0
Sudan,West Kordofan,As Sunut,2007,0,0
Sudan,West Kordofan,As Sunut,2008,0,0
Sudan,West Kordofan,As Sunut,2009,0,0
Sudan,West Kordofan,As Sunut,2010,0,0
Sudan,West Kordofan,As Sunut,2011,0,0
Sudan,West Kordofan,As Sunut,2012,0,0
Sudan,West Kordofan,As Sunut,2013,0,0
Sudan,West Kordofan,As Sunut,2014,0,0
Sudan,West Kordofan,As Sunut,2015,1,2
Sudan,West Kordofan,As Sunut,2016,0,0
Sudan,West Kordofan,As Sunut,2017,0,0
Sudan,West Kordofan,As Sunut,2018,0,0
Sudan,West Kordofan,As Sunut,2019,0,0
Sudan,West Kordofan,As Sunut,2020,0,0
Sudan,West Kordofan,As Sunut,2021,0,0
Sudan,West Kordofan,As Sunut,2022,0,0
Sudan,West Kordofan,As Sunut,2023,0,0
Sudan,West Kordofan,As Sunut,2024,2,10
Sudan,West Kordofan,As Sunut,2025,1,8
Sudan,West Kordofan,As Sunut,2026,3,89
Sudan,West Kordofan,Babanusa,1997,0,0
Sudan,West Kordofan,Babanusa,1998,0,0
Sudan,West Kordofan,Babanusa,1999,0,0
Sudan,West Kordofan,Babanusa,2000,0,0
Sudan,West Kordofan,Babanusa,2001,0,0
Sudan,West Kordofan,Babanusa,2002,0,0
Sudan,West Kordofan,Babanusa,2003,0,0
Sudan,West Kordofan,Babanusa,2004,0,0
Sudan,West Kordofan,Babanusa,2005,0,0
Sudan,West Kordofan,Babanusa,2006,0,0
Sudan,West Kordofan,Babanusa,2007,0,0
Sudan,West Kordofan,Babanusa,2008,0,0
Sudan,West Kordofan,Babanusa,2009,0,0
Sudan,West Kordofan,Babanusa,2010,0,0
Sudan,West Kordofan,Babanusa,2011,0,0
Sudan,West Kordofan,Babanusa,2012,0,0
Sudan,West Kordofan,Babanusa,2013,0,0
Sudan,West Kordofan,Babanusa,2014,0,0
Sudan,West Kordofan,Babanusa,2015,1,1
Sudan,West Kordofan,Babanusa,2016,5,10
Sudan,West Kordofan,Babanusa,2017,1,0
Sudan,West Kordofan,Babanusa,2018,0,0
Sudan,West Kordofan,Babanusa,2019,1,1
Sudan,West Kordofan,Babanusa,2020,1,0
Sudan,West Kordofan,Babanusa,2021,0,0
Sudan,West Kordofan,Babanusa,2022,0,0
Sudan,West Kordofan,Babanusa,2023,2,3
Sudan,West Kordofan,Babanusa,2024,7,16
Sudan,West Kordofan,Babanusa,2025,7,2
Sudan,West Kordofan,Babanusa,2026,2,2
Sudan,West Kordofan,El Salam,1997,0,0
Sudan,West Kordofan,El Salam,1998,0,0
Sudan,West Kordofan,El Salam,1999,0,0
Sudan,West Kordofan,El Salam,2000,0,0
Sudan,West Kordofan,El Salam,2001,0,0
Sudan,West Kordofan,El Salam,2002,0,0
Sudan,West Kordofan,El Salam,2003,0,0
Sudan,West Kordofan,El Salam,2004,3,26
Sudan,West Kordofan,El Salam,2005,0,0
Sudan,West Kordofan,El Salam,2006,0,0
Sudan,West Kordofan,El Salam,2007,0,0
Sudan,West Kordofan,El Salam,2008,0,0
Sudan,West Kordofan,El Salam,2009,0,0
Sudan,West Kordofan,El Salam,2010,0,0
Sudan,West Kordofan,El Salam,2011,0,0
Sudan,West Kordofan,El Salam,2012,0,0
Sudan,West Kordofan,El Salam,2013,0,0
Sudan,West Kordofan,El Salam,2014,4,5
Sudan,West Kordofan,El Salam,2015,0,0
Sudan,West Kordofan,El Salam,2016,1,0
Sudan,West Kordofan,El Salam,2017,2,3
Sudan,West Kordofan,El Salam,2018,1,0
Sudan,West Kordofan,El Salam,2019,0,0
Sudan,West Kordofan,El Salam,2020,0,0
Sudan,West Kordofan,El Salam,2021,2,13
Sudan,West Kordofan,El Salam,2022,2,7
Sudan,West Kordofan,El Salam,2023,5,24
Sudan,West Kordofan,El Salam,2024,2,0
Sudan,West Kordofan,El Salam,2025,4,6
Sudan,West Kordofan,El Salam,2026,7,24
Sudan,West Kordofan,Ghubaish,1997,0,0
Sudan,West Kordofan,Ghubaish,1998,0,0
Sudan,West Kordofan,Ghubaish,1999,0,0
Sudan,West Kordofan,Ghubaish,2000,0,0
Sudan,West Kordofan,Ghubaish,2001,0,0
Sudan,West Kordofan,Ghubaish,2002,0,0
Sudan,West Kordofan,Ghubaish,2003,1,81
Sudan,West Kordofan,Ghubaish,2004,1,12
Sudan,West Kordofan,Ghubaish,2005,0,0
Sudan,West Kordofan,Ghubaish,2006,0,0
Sudan,West Kordofan,Ghubaish,2007,0,0
Sudan,West Kordofan,Ghubaish,2008,0,0
Sudan,West Kordofan,Ghubaish,2009,0,0
Sudan,West Kordofan,Ghubaish,2010,0,0
Sudan,West Kordofan,Ghubaish,2011,0,0
Sudan,West Kordofan,Ghubaish,2012,0,0
Sudan,West Kordofan,Ghubaish,2013,1,13
Sudan,West Kordofan,Ghubaish,2014,0,0
Sudan,West Kordofan,Ghubaish,2015,0,0
Sudan,West Kordofan,Ghubaish,2016,0,0
Sudan,West Kordofan,Ghubaish,2017,0,0
Sudan,West Kordofan,Ghubaish,2018,1,0
Sudan,West Kordofan,Ghubaish,2019,0,0
Sudan,West Kordofan,Ghubaish,2020,0,0
Sudan,West Kordofan,Ghubaish,2021,0,0
Sudan,West Kordofan,Ghubaish,2022,2,2
Sudan,West Kordofan,Ghubaish,2023,0,0
Sudan,West Kordofan,Ghubaish,2024,2,1
Sudan,West Kordofan,Ghubaish,2025,6,2
Sudan,West Kordofan,Ghubaish,2026,0,0
Sudan,West Kordofan,Keilak,1997,0,0
Sudan,West Kordofan,Keilak,1998,1,1
Sudan,West Kordofan,Keilak,1999,0,0
Sudan,West Kordofan,Keilak,2000,0,0
Sudan,West Kordofan,Keilak,2001,0,0
Sudan,West Kordofan,Keilak,2002,0,0
Sudan,West Kordofan,Keilak,2003,0,0
Sudan,West Kordofan,Keilak,2004,0,0
Sudan,West Kordofan,Keilak,2005,0,0
Sudan,West Kordofan,Keilak,2006,0,0
Sudan,West Kordofan,Keilak,2007,0,0
Sudan,West Kordofan,Keilak,2008,0,0
Sudan,West Kordofan,Keilak,2009,0,0
Sudan,West Kordofan,Keilak,2010,0,0
Sudan,West Kordofan,Keilak,2011,0,0
Sudan,West Kordofan,Keilak,2012,0,0
Sudan,West Kordofan,Keilak,2013,0,0
Sudan,West Kordofan,Keilak,2014,0,0
Sudan,West Kordofan,Keilak,2015,1,2
Sudan,West Kordofan,Keilak,2016,0,0
Sudan,West Kordofan,Keilak,2017,0,0
Sudan,West Kordofan,Keilak,2018,2,6
Sudan,West Kordofan,Keilak,2019,0,0
Sudan,West Kordofan,Keilak,2020,0,0
Sudan,West Kordofan,Keilak,2021,0,0
Sudan,West Kordofan,Keilak,2022,0,0
Sudan,West Kordofan,Keilak,2023,1,10
Sudan,West Kordofan,Keilak,2024,1,0
Sudan,West Kordofan,Keilak,2025,0,0
Sudan,West Kordofan,Keilak,2026,0,0
Sudan,West Kordofan,Wad Bandah,1997,0,0
Sudan,West Kordofan,Wad Bandah,1998,0,0
Sudan,West Kordofan,Wad Bandah,1999,0,0
Sudan,West Kordofan,Wad Bandah,2000,0,0
Sudan,West Kordofan,Wad Bandah,2001,0,0
Sudan,West Kordofan,Wad Bandah,2002,0,0
Sudan,West Kordofan,Wad Bandah,2003,0,0
Sudan,West Kordofan,Wad Bandah,2004,0,0
Sudan,West Kordofan,Wad Bandah,2005,0,0
Sudan,West Kordofan,Wad Bandah,2006,0,0
Sudan,West Kordofan,Wad Bandah,2007,0,0
Sudan,West Kordofan,Wad Bandah,2008,0,0
Sudan,West Kordofan,Wad Bandah,2009,0,0
Sudan,West Kordofan,Wad Bandah,2010,0,0
Sudan,West Kordofan,Wad Bandah,2011,0,0
Sudan,West Kordofan,Wad Bandah,2012,0,0
Sudan,West Kordofan,Wad Bandah,2013,3,2
Sudan,West Kordofan,Wad Bandah,2014,1,0
Sudan,West Kordofan,Wad Bandah,2015,1,3
Sudan,West Kordofan,Wad Bandah,2016,0,0
Sudan,West Kordofan,Wad Bandah,2017,0,0
Sudan,West Kordofan,Wad Bandah,2018,0,0
Sudan,West Kordofan,Wad Bandah,2019,0,0
Sudan,West Kordofan,Wad Bandah,2020,0,0
Sudan,West Kordofan,Wad Bandah,2021,0,0
Sudan,West Kordofan,Wad Bandah,2022,0,0
Sudan,West Kordofan,Wad Bandah,2023,0,0
Sudan,West Kordofan,Wad Bandah,2024,0,0
Sudan,West Kordofan,Wad Bandah,2025,15,9
Sudan,West Kordofan,Wad Bandah,2026,8,16
Sudan,White Nile,Ad Diwaim,1997,0,0
Sudan,White Nile,Ad Diwaim,1998,0,0
Sudan,White Nile,Ad Diwaim,1999,0,0
Sudan,White Nile,Ad Diwaim,2000,0,0
Sudan,White Nile,Ad Diwaim,2001,0,0
Sudan,White Nile,Ad Diwaim,2002,0,0
Sudan,White Nile,Ad Diwaim,2003,0,0
Sudan,White Nile,Ad Diwaim,2004,0,0
Sudan,White Nile,Ad Diwaim,2005,0,0
Sudan,White Nile,Ad Diwaim,2006,0,0
Sudan,White Nile,Ad Diwaim,2007,0,0
Sudan,White Nile,Ad Diwaim,2008,0,0
Sudan,White Nile,Ad Diwaim,2009,0,0
Sudan,White Nile,Ad Diwaim,2010,0,0
Sudan,White Nile,Ad Diwaim,2011,0,0
Sudan,White Nile,Ad Diwaim,2012,1,0
Sudan,White Nile,Ad Diwaim,2013,0,0
Sudan,White Nile,Ad Diwaim,2014,0,0
Sudan,White Nile,Ad Diwaim,2015,0,0
Sudan,White Nile,Ad Diwaim,2016,1,0
Sudan,White Nile,Ad Diwaim,2017,0,0
Sudan,White Nile,Ad Diwaim,2018,0,0
Sudan,White Nile,Ad Diwaim,2019,0,0
Sudan,White Nile,Ad Diwaim,2020,0,0
Sudan,White Nile,Ad Diwaim,2021,0,0
Sudan,White Nile,Ad Diwaim,2022,0,0
Sudan,White Nile,Ad Diwaim,2023,0,0
Sudan,White Nile,Ad Diwaim,2024,6,15
Sudan,White Nile,Ad Diwaim,2025,7,26
Sudan,White Nile,Ad Diwaim,2026,0,0
Sudan,White Nile,Aj Jabalain,1997,0,0
Sudan,White Nile,Aj Jabalain,1998,0,0
Sudan,White Nile,Aj Jabalain,1999,0,0
Sudan,White Nile,Aj Jabalain,2000,0,0
Sudan,White Nile,Aj Jabalain,2001,0,0
Sudan,White Nile,Aj Jabalain,2002,0,0
Sudan,White Nile,Aj Jabalain,2003,0,0
Sudan,White Nile,Aj Jabalain,2004,0,0
Sudan,White Nile,Aj Jabalain,2005,0,0
Sudan,White Nile,Aj Jabalain,2006,0,0
Sudan,White Nile,Aj Jabalain,2007,0,0
Sudan,White Nile,Aj Jabalain,2008,0,0
Sudan,White Nile,Aj Jabalain,2009,0,0
Sudan,White Nile,Aj Jabalain,2010,0,0
Sudan,White Nile,Aj Jabalain,2011,0,0
Sudan,White Nile,Aj Jabalain,2012,0,0
Sudan,White Nile,Aj Jabalain,2013,0,0
Sudan,White Nile,Aj Jabalain,2014,0,0
Sudan,White Nile,Aj Jabalain,2015,0,0
Sudan,White Nile,Aj Jabalain,2016,0,0
Sudan,White Nile,Aj Jabalain,2017,0,0
Sudan,White Nile,Aj Jabalain,2018,0,0
Sudan,White Nile,Aj Jabalain,2019,0,0
Sudan,White Nile,Aj Jabalain,2020,0,0
Sudan,White Nile,Aj Jabalain,2021,0,0
Sudan,White Nile,Aj Jabalain,2022,2,0
Sudan,White Nile,Aj Jabalain,2023,1,0
Sudan,White Nile,Aj Jabalain,2024,8,31
Sudan,White Nile,Aj Jabalain,2025,4,28
Sudan,White Nile,Aj Jabalain,2026,1,10
Sudan,White Nile,Al Gitaina,1997,0,0
Sudan,White Nile,Al Gitaina,1998,0,0
Sudan,White Nile,Al Gitaina,1999,0,0
Sudan,White Nile,Al Gitaina,2000,0,0
Sudan,White Nile,Al Gitaina,2001,0,0
Sudan,White Nile,Al Gitaina,2002,0,0
Sudan,White Nile,Al Gitaina,2003,0,0
Sudan,White Nile,Al Gitaina,2004,0,0
Sudan,White Nile,Al Gitaina,2005,0,0
Sudan,White Nile,Al Gitaina,2006,0,0
Sudan,White Nile,Al Gitaina,2007,0,0
Sudan,White Nile,Al Gitaina,2008,0,0
Sudan,White Nile,Al Gitaina,2009,0,0
Sudan,White Nile,Al Gitaina,2010,0,0
Sudan,White Nile,Al Gitaina,2011,0,0
Sudan,White Nile,Al Gitaina,2012,0,0
Sudan,White Nile,Al Gitaina,2013,0,0
Sudan,White Nile,Al Gitaina,2014,0,0
Sudan,White Nile,Al Gitaina,2015,0,0
Sudan,White Nile,Al Gitaina,2016,0,0
Sudan,White Nile,Al Gitaina,2017,0,0
Sudan,White Nile,Al Gitaina,2018,0,0
Sudan,White Nile,Al Gitaina,2019,0,0
Sudan,White Nile,Al Gitaina,2020,0,0
Sudan,White Nile,Al Gitaina,2021,0,0
Sudan,White Nile,Al Gitaina,2022,0,0
Sudan,White Nile,Al Gitaina,2023,2,3
Sudan,White Nile,Al Gitaina,2024,37,36
Sudan,White Nile,Al Gitaina,2025,57,300
Sudan,White Nile,Al Gitaina,2026,1,0
Sudan,White Nile,As Salam/Ar Rawat,1997,0,0
Sudan,White Nile,As Salam/Ar Rawat,1998,0,0
Sudan,White Nile,As Salam/Ar Rawat,1999,0,0
Sudan,White Nile,As Salam/Ar Rawat,2000,0,0
Sudan,White Nile,As Salam/Ar Rawat,2001,0,0
Sudan,White Nile,As Salam/Ar Rawat,2002,0,0
Sudan,White Nile,As Salam/Ar Rawat,2003,0,0
Sudan,White Nile,As Salam/Ar Rawat,2004,0,0
Sudan,White Nile,As Salam/Ar Rawat,2005,0,0
Sudan,White Nile,As Salam/Ar Rawat,2006,0,0
Sudan,White Nile,As Salam/Ar Rawat,2007,0,0
Sudan,White Nile,As Salam/Ar Rawat,2008,0,0
Sudan,White Nile,As Salam/Ar Rawat,2009,0,0
Sudan,White Nile,As Salam/Ar Rawat,2010,0,0
Sudan,White Nile,As Salam/Ar Rawat,2011,0,0
Sudan,White Nile,As Salam/Ar Rawat,2012,1,1
Sudan,White Nile,As Salam/Ar Rawat,2013,0,0
Sudan,White Nile,As Salam/Ar Rawat,2014,0,0
Sudan,White Nile,As Salam/Ar Rawat,2015,0,0
Sudan,White Nile,As Salam/Ar Rawat,2016,0,0
Sudan,White Nile,As Salam/Ar Rawat,2017,0,0
Sudan,White Nile,As Salam/Ar Rawat,2018,0,0
Sudan,White Nile,As Salam/Ar Rawat,2019,1,1
Sudan,White Nile,As Salam/Ar Rawat,2020,0,0
Sudan,White Nile,As Salam/Ar Rawat,2021,2,2
Sudan,White Nile,As Salam/Ar Rawat,2022,0,0
Sudan,White Nile,As Salam/Ar Rawat,2023,0,0
Sudan,White Nile,As Salam/Ar Rawat,2024,0,0
Sudan,White Nile,As Salam/Ar Rawat,2025,0,0
Sudan,White Nile,As Salam/Ar Rawat,2026,0,0
Sudan,White Nile,Guli,1997,0,0
Sudan,White Nile,Guli,1998,0,0
Sudan,White Nile,Guli,1999,0,0
Sudan,White Nile,Guli,2000,0,0
Sudan,White Nile,Guli,2001,0,0
Sudan,White Nile,Guli,2002,0,0
Sudan,White Nile,Guli,2003,0,0
Sudan,White Nile,Guli,2004,0,0
Sudan,White Nile,Guli,2005,0,0
Sudan,White Nile,Guli,2006,0,0
Sudan,White Nile,Guli,2007,0,0
Sudan,White Nile,Guli,2008,0,0
Sudan,White Nile,Guli,2009,0,0
Sudan,White Nile,Guli,2010,0,0
Sudan,White Nile,Guli,2011,0,0
Sudan,White Nile,Guli,2012,0,0
Sudan,White Nile,Guli,2013,0,0
Sudan,White Nile,Guli,2014,0,0
Sudan,White Nile,Guli,2015,0,0
Sudan,White Nile,Guli,2016,1,0
Sudan,White Nile,Guli,2017,1,0
Sudan,White Nile,Guli,2018,0,0
Sudan,White Nile,Guli,2019,0,0
Sudan,White Nile,Guli,2020,0,0
Sudan,White Nile,Guli,2021,0,0
Sudan,White Nile,Guli,2022,0,0
Sudan,White Nile,Guli,2023,0,0
Sudan,White Nile,Guli,2024,0,0
Sudan,White Nile,Guli,2025,0,0
Sudan,White Nile,Guli,2026,0,0
Sudan,White Nile,Kosti,1997,0,0
Sudan,White Nile,Kosti,1998,0,0
Sudan,White Nile,Kosti,1999,0,0
Sudan,White Nile,Kosti,2000,0,0
Sudan,White Nile,Kosti,2001,0,0
Sudan,White Nile,Kosti,2002,0,0
Sudan,White Nile,Kosti,2003,0,0
Sudan,White Nile,Kosti,2004,0,0
Sudan,White Nile,Kosti,2005,0,0
Sudan,White Nile,Kosti,2006,0,0
Sudan,White Nile,Kosti,2007,0,0
Sudan,White Nile,Kosti,2008,0,0
Sudan,White Nile,Kosti,2009,0,0
Sudan,White Nile,Kosti,2010,0,0
Sudan,White Nile,Kosti,2011,1,0
Sudan,White Nile,Kosti,2012,2,0
Sudan,White Nile,Kosti,2013,0,0
Sudan,White Nile,Kosti,2014,2,0
Sudan,White Nile,Kosti,2015,2,0
Sudan,White Nile,Kosti,2016,2,0
Sudan,White Nile,Kosti,2017,2,1
Sudan,White Nile,Kosti,2018,0,0
Sudan,White Nile,Kosti,2019,1,1
Sudan,White Nile,Kosti,2020,2,0
Sudan,White Nile,Kosti,2021,0,0
Sudan,White Nile,Kosti,2022,1,0
Sudan,White Nile,Kosti,2023,1,0
Sudan,White Nile,Kosti,2024,0,0
Sudan,White Nile,Kosti,2025,1,0
Sudan,White Nile,Kosti,2026,2,0
Sudan,White Nile,Rabak,1997,0,0
Sudan,White Nile,Rabak,1998,0,0
Sudan,White Nile,Rabak,1999,0,0
Sudan,White Nile,Rabak,2000,0,0
Sudan,White Nile,Rabak,2001,0,0
Sudan,White Nile,Rabak,2002,0,0
Sudan,White Nile,Rabak,2003,0,0
Sudan,White Nile,Rabak,2004,0,0
Sudan,White Nile,Rabak,2005,0,0
Sudan,White Nile,Rabak,2006,0,0
Sudan,White Nile,Rabak,2007,0,0
Sudan,White Nile,Rabak,2008,0,0
Sudan,White Nile,Rabak,2009,0,0
Sudan,White Nile,Rabak,2010,0,0
Sudan,White Nile,Rabak,2011,0,0
Sudan,White Nile,Rabak,2012,1,0
Sudan,White Nile,Rabak,2013,0,0
Sudan,White Nile,Rabak,2014,2,7
Sudan,White Nile,Rabak,2015,0,0
Sudan,White Nile,Rabak,2016,0,0
Sudan,White Nile,Rabak,2017,1,0
Sudan,White Nile,Rabak,2018,0,0
Sudan,White Nile,Rabak,2019,1,4
Sudan,White Nile,Rabak,2020,0,0
Sudan,White Nile,Rabak,2021,1,1
Sudan,White Nile,Rabak,2022,0,0
Sudan,White Nile,Rabak,2023,0,0
Sudan,White Nile,Rabak,2024,1,0
Sudan,White Nile,Rabak,2025,1,3
Sudan,White Nile,Rabak,2026,2,3
Sudan,White Nile,Tendalti,1997,0,0
Sudan,White Nile,Tendalti,1998,0,0
Sudan,White Nile,Tendalti,1999,0,0
Sudan,White Nile,Tendalti,2000,0,0
Sudan,White Nile,Tendalti,2001,0,0
Sudan,White Nile,Tendalti,2002,1,0
Sudan,White Nile,Tendalti,2003,0,0
Sudan,White Nile,Tendalti,2004,0,0
Sudan,White Nile,Tendalti,2005,0,0
Sudan,White Nile,Tendalti,2006,0,0
Sudan,White Nile,Tendalti,2007,0,0
Sudan,White Nile,Tendalti,2008,0,0
Sudan,White Nile,Tendalti,2009,0,0
Sudan,White Nile,Tendalti,2010,0,0
Sudan,White Nile,Tendalti,2011,0,0
Sudan,White Nile,Tendalti,2012,0,0
Sudan,White Nile,Tendalti,2013,0,0
Sudan,White Nile,Tendalti,2014,0,0
Sudan,White Nile,Tendalti,2015,0,0
Sudan,White Nile,Tendalti,2016,1,1
Sudan,White Nile,Tendalti,2017,0,0
Sudan,White Nile,Tendalti,2018,0,0
Sudan,White Nile,Tendalti,2019,0,0
Sudan,White Nile,Tendalti,2020,0,0
Sudan,White Nile,Tendalti,2021,0,0
Sudan,White Nile,Tendalti,2022,0,0
Sudan,White Nile,Tendalti,2023,0,0
Sudan,White Nile,Tendalti,2024,5,27
Sudan,White Nile,Tendalti,2025,0,0
Sudan,White Nile,Tendalti,2026,0,0
Sudan,White Nile,Um Rimta,1997,0,0
Sudan,White Nile,Um Rimta,1998,0,0
Sudan,White Nile,Um Rimta,1999,0,0
Sudan,White Nile,Um Rimta,2000,0,0
Sudan,White Nile,Um Rimta,2001,0,0
Sudan,White Nile,Um Rimta,2002,0,0
Sudan,White Nile,Um Rimta,2003,0,0
Sudan,White Nile,Um Rimta,2004,0,0
Sudan,White Nile,Um Rimta,2005,0,0
Sudan,White Nile,Um Rimta,2006,0,0
Sudan,White Nile,Um Rimta,2007,0,0
Sudan,White Nile,Um Rimta,2008,0,0
Sudan,White Nile,Um Rimta,2009,0,0
Sudan,White Nile,Um Rimta,2010,0,0
Sudan,White Nile,Um Rimta,2011,0,0
Sudan,White Nile,Um Rimta,2012,0,0
Sudan,White Nile,Um Rimta,2013,0,0
Sudan,White Nile,Um Rimta,2014,0,0
